Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
자연,🐋 Biología Marina,🐋,3,탐험가,Grandes Mamíferos Marinos,"Ballenas, delfines, comunicación",100,🥉 브론즈 배지
자연,🐋 Biología Marina,🐋,4,견습생,El Abismo: Vida en las Profundidades,"Criaturas abisales, bioluminiscencia",200,
자연,🐋 Biología Marina,🐋,5,견습생,Tiburones: Depredadores del Mar,"Especies, mitos y realidades",200,
자연,🐋 Biología Marina,🐋,6,견습생,Migraciones Oceánicas,"Rutas, instintos, supervivencia",200,🥈 실버 배지
자연,🐋 Biología Marina,🐋,7,전문가,Contaminación Marina,"Plásticos, acidificación, soluciones",350,
자연,🐋 Biología Marina,🐋,8,전문가,Oceanografía y Clima,El océano como regulador climático,350,🥇 골드 배지
자연,🐋 Biología Marina,🐋,9,전문가,Biología Molecular Marina,Genética de organismos marinos,500,
자연,🐋 Biología Marina,🐋,10,전문가,El Océano del Futuro,"Conservación, explotación sostenible",500,💎 다이아몬드 배지
사회,🧩 Psicología Humana,🧩,1,탐험가,Introducción a la Psicología,"Corrientes, Freud, conductismo",100,
사회,🧩 Psicología Humana,🧩,2,탐험가,Personalidad y Temperamento,"Big Five, tipos psicológicos",100,
사회,🧩 Psicología Humana,🧩,3,탐험가,Percepción y Atención,"Ilusiones, sesgos perceptivos",100,🥉 브론즈 배지
사회,🧩 Psicología Humana,🧩,4,견습생,Psicología Social,"Conformidad, obediencia, grupos",200,
사회,🧩 Psicología Humana,🧩,5,견습생,Motivación y Hábitos,"Ciclos de hábitos, motivación intrínseca",200,
사회,🧩 Psicología Humana,🧩,6,견습생,Toma de Decisiones,"Heurísticas, sesgos cognitivos",200,🥈 실버 배지
사회,🧩 Psicología Humana,🧩,7,전문가,Psicología del Desarrollo,"Infancia a vejez, etapas clave",350,
사회,🧩 Psicología Humana,🧩,8,전문가,Trastornos Mentales,"Ansiedad, depresión, esquizofrenia",350,🥇 골드 배지
사회,🧩 Psicología Humana,🧩,9,전문가,Psicología Positiva,"Flow, resiliencia, bienestar",500,
사회,🧩 Psicología Humana,🧩,10,전문가,Manipulación y Persuasión,"Técnicas, propaganda, defensa crítica",500,💎 다이아몬드 배지
과학,⚛️ Física Fundamental,⚛️,1,탐험가,Las Leyes de Newton,"Movimiento, fuerza, gravedad",100,
과학,⚛️ Física Fundamental,⚛️,2,탐험가,Energía y Termodinámica,"Conservación, calor, entropía",100,
과학,⚛️ Física Fundamental,⚛️,3,탐험가,Ondas y Sonido,"Vibraciones, frecuencia, música",100,🥉 브론즈 배지
과학,⚛️ Física Fundamental,⚛️,4,견습생,Electricidad y Magnetismo,"Campos, corriente, Maxwell",200,
과학,⚛️ Física Fundamental,⚛️,5,견습생,Relatividad de Einstein,"Espacio-tiempo, E=mc²",200,
과학,⚛️ Física Fundamental,⚛️,6,견습생,Física Nuclear,"Átomos, radiactividad, fisión",200,🥈 실버 배지
과학,⚛️ Física Fundamental,⚛️,7,전문가,Mecánica Cuántica,"Dualidad onda-partícula, incertidumbre",350,
과학,⚛️ Física Fundamental,⚛️,8,전문가,Partículas Subatómicas,"Quarks, bosón de Higgs, modelo estándar",350,🥇 골드 배지
과학,⚛️ Física Fundamental,⚛️,9,전문가,Teoría de Cuerdas,"Dimensiones extra, unificación",500,
과학,⚛️ Física Fundamental,⚛️,10,전문가,Los Misterios Sin Resolver,"Gravedad cuántica, multiverso",500,💎 다이아몬드 배지
인문학,💭 Filosofía,💭,1,탐험가,Sócrates y el Arte de Preguntar,"Método socrático, mayéutica",100,
인문학,💭 Filosofía,💭,2,탐험가,Platón y las Ideas,"Mundo ideal, alegoría de la caverna",100,
인문학,💭 Filosofía,💭,3,탐험가,Aristóteles: Lógica y Ética,"Silogismo, virtud, eudaimonía",100,🥉 브론즈 배지
인문학,💭 Filosofía,💭,4,견습생,Filosofía Medieval,"San Agustín, Santo Tomás, fe y razón",200,
인문학,💭 Filosofía,💭,5,견습생,Racionalismo vs Empirismo,"Descartes, Hume, conocimiento",200,
인문학,💭 Filosofía,💭,6,견습생,Kant y la Ilustración,"Imperativo categórico, crítica",200,🥈 실버 배지
인문학,💭 Filosofía,💭,7,전문가,Existencialismo,"Nietzsche, Sartre, libertad radical",350,
인문학,💭 Filosofía,💭,8,전문가,Filosofía Oriental,"Confucio, Buda, Lao-Tse",350,🥇 골드 배지
인문학,💭 Filosofía,💭,9,전문가,Filosofía del Lenguaje y la Mente,"Wittgenstein, conciencia, IA",500,
인문학,💭 Filosofía,💭,10,전문가,Ética Contemporánea,"Bioética, justicia global, transhumanismo",500,💎 다이아몬드 배지
과학,🧬 Evolución y Genética,🧬,1,탐험가,Darwin y la Selección Natural,"Teoría de la evolución, Galápagos",100,
과학,🧬 Evolución y Genética,🧬,2,탐험가,ADN: El Código de la Vida,"Estructura, genes, cromosomas",100,
과학,🧬 Evolución y Genética,🧬,3,탐험가,Herencia y Mendel,"Leyes de la herencia, rasgos",100,🥉 브론즈 배지
과학,🧬 Evolución y Genética,🧬,4,견습생,Evolución Humana,Australopithecus a Homo sapiens,200,
과학,🧬 Evolución y Genética,🧬,5,견습생,Mutaciones y Adaptación,Motor del cambio evolutivo,200,
과학,🧬 Evolución y Genética,🧬,6,견습생,Extinción y Especiación,"Extinciones masivas, nueva vida",200,🥈 실버 배지
과학,🧬 Evolución y Genética,🧬,7,전문가,Genómica y Proteómica,"Proyecto Genoma, secuenciación",350,
과학,🧬 Evolución y Genética,🧬,8,전문가,Epigenética,Genes que se encienden y apagan,350,🥇 골드 배지
과학,🧬 Evolución y Genética,🧬,9,전문가,CRISPR y Edición Genética,"Terapia génica, bebés diseñados",500,
과학,🧬 Evolución y Genética,🧬,10,전문가,Biología Sintética,"Crear vida artificial, futuro genético",500,💎 다이아몬드 배지
사회,🌍 Geopolítica Mundial,🌍,1,탐험가,¿Qué es la Geopolítica?,"Conceptos, poder, territorios",100,
사회,🌍 Geopolítica Mundial,🌍,2,탐험가,Las Grandes Potencias,"EE.UU., China, Rusia, UE",100,
사회,🌍 Geopolítica Mundial,🌍,3,탐험가,Conflictos Territoriales,"Fronteras disputadas, recursos",100,🥉 브론즈 배지
사회,🌍 Geopolítica Mundial,🌍,4,견습생,La Guerra Fría,"Bipolaridad, proxy wars, caída del muro",200,
사회,🌍 Geopolítica Mundial,🌍,5,견습생,Oriente Medio,"Petróleo, religión, conflictos",200,
사회,🌍 Geopolítica Mundial,🌍,6,견습생,El Ascenso de China,"Ruta de la Seda, influencia global",200,🥈 실버 배지
사회,🌍 Geopolítica Mundial,🌍,7,전문가,Organizaciones Internacionales,"ONU, OTAN, G20, poder blando",350,
사회,🌍 Geopolítica Mundial,🌍,8,전문가,Ciberguerra y Espionaje,"Guerra híbrida, desinformación",350,🥇 골드 배지
사회,🌍 Geopolítica Mundial,🌍,9,전문가,Recursos y Guerras del Futuro,"Agua, litio, tierras raras",500,
사회,🌍 Geopolítica Mundial,🌍,10,전문가,Nuevo Orden Mundial,"Multipolaridad, escenarios 2050",500,💎 다이아몬드 배지
인문학,🎨 Arte y Grandes Maestros,🎨,1,탐험가,Arte Prehistórico y Antiguo,"Altamira, Egipto, Grecia",100,
인문학,🎨 Arte y Grandes Maestros,🎨,2,탐험가,El Renacimiento,"Da Vinci, Miguel Ángel, Botticelli",100,
인문학,🎨 Arte y Grandes Maestros,🎨,3,탐험가,Barroco y Clasicismo,"Caravaggio, Velázquez, Rembrandt",100,🥉 브론즈 배지
인문학,🎨 Arte y Grandes Maestros,🎨,4,견습생,Impresionismo,"Monet, Renoir, luz y color",200,
인문학,🎨 Arte y Grandes Maestros,🎨,5,견습생,Vanguardias del Siglo XX,"Picasso, Dalí, Kandinsky",200,
인문학,🎨 Arte y Grandes Maestros,🎨,6,견습생,Arte Contemporáneo,"Pop Art, minimalismo, Banksy",200,🥈 실버 배지
인문학,🎨 Arte y Grandes Maestros,🎨,7,전문가,Fotografía como Arte,"Historia, maestros, revolución digital",350,
인문학,🎨 Arte y Grandes Maestros,🎨,8,전문가,Grandes Museos del Mundo,"Louvre, MoMA, Prado, Hermitage",350,🥇 골드 배지
인문학,🎨 Arte y Grandes Maestros,🎨,9,전문가,El Mercado del Arte,"Subastas, falsificaciones, inversión",500,
인문학,🎨 Arte y Grandes Maestros,🎨,10,전문가,Arte y Tecnología: IA Creativa,"Arte generativo, NFTs, debate",500,💎 다이아몬드 배지
자연,🌡️ Cambio Climático,🌡️,1,탐험가,El Efecto Invernadero,"CO₂, gases, calentamiento",100,
자연,🌡️ Cambio Climático,🌡️,2,탐험가,Historia del Clima en la Tierra,"Eras glaciales, ciclos naturales",100,
자연,🌡️ Cambio Climático,🌡️,3,탐험가,Impacto Humano,"Industria, transporte, deforestación",100,🥉 브론즈 배지
자연,🌡️ Cambio Climático,🌡️,4,견습생,Deshielo y Nivel del Mar,"Polos, glaciares, ciudades en riesgo",200,
자연,🌡️ Cambio Climático,🌡️,5,견습생,Fenómenos Extremos,"Huracanes, sequías, olas de calor",200,
자연,🌡️ Cambio Climático,🌡️,6,견습생,Biodiversidad Amenazada,"Sexta extinción, ecosistemas en peligro",200,🥈 실버 배지
자연,🌡️ Cambio Climático,🌡️,7,전문가,Energías Renovables,"Solar, eólica, hidrógeno verde",350,
자연,🌡️ Cambio Climático,🌡️,8,전문가,Acuerdos y Política Climática,"París, COP, compromisos nacionales",350,🥇 골드 배지
자연,🌡️ Cambio Climático,🌡️,9,전문가,Geoingeniería,"Soluciones radicales, riesgos",500,
자연,🌡️ Cambio Climático,🌡️,10,전문가,Escenarios 2050-2100,"Modelos climáticos, futuros posibles",500,💎 다이아몬드 배지
역사,🧭 Exploración y Aventura,🧭,1,탐험가,Los Grandes Navegantes,"Colón, Magallanes, Vasco de Gama",100,
역사,🧭 Exploración y Aventura,🧭,2,탐험가,Conquista de los Polos,"Amundsen, Scott, Shackleton",100,
역사,🧭 Exploración y Aventura,🧭,3,탐험가,Exploradores del Mundo Antiguo,"Marco Polo, Ibn Battuta, Zheng He",100,🥉 브론즈 배지
역사,🧭 Exploración y Aventura,🧭,4,견습생,La Carrera Espacial,"Gagarin, Apollo 11, MIR",200,
역사,🧭 Exploración y Aventura,🧭,5,견습생,Expediciones Submarinas,"Cousteau, Mariana, océanos profundos",200,
역사,🧭 Exploración y Aventura,🧭,6,견습생,Exploración de Selvas y Desiertos,"Amazonia, Sahara, expediciones perdidas",200,🥈 실버 배지
역사,🧭 Exploración y Aventura,🧭,7,전문가,Montañismo Extremo,"Everest, K2, historia alpina",350,
역사,🧭 Exploración y Aventura,🧭,8,전문가,Arqueología Aventurera,"Tutankamón, Machu Picchu, Pompeya",350,🥇 골드 배지
역사,🧭 Exploración y Aventura,🧭,9,전문가,Exploración Robótica,"Marte, drones submarinos, cuevas",500,
역사,🧭 Exploración y Aventura,🧭,10,전문가,Próximas Fronteras,"Colonización espacial, océano profundo",500,💎 다이아몬드 배지
건강,🥗 Nutrición y Alimentación,🥗,1,탐험가,Macronutrientes,"Proteínas, carbohidratos, grasas",100,
건강,🥗 Nutrición y Alimentación,🥗,2,탐험가,Vitaminas y Minerales,Micronutrientes esenciales,100,
건강,🥗 Nutrición y Alimentación,🥗,3,탐험가,Digestión y Metabolismo,Cómo tu cuerpo procesa los alimentos,100,🥉 브론즈 배지
건강,🥗 Nutrición y Alimentación,🥗,4,견습생,Dietas del Mundo,"Mediterránea, asiática, nórdica",200,
건강,🥗 Nutrición y Alimentación,🥗,5,견습생,Mitos Nutricionales,Desmentir creencias falsas,200,
건강,🥗 Nutrición y Alimentación,🥗,6,견습생,Microbioma Intestinal,"Bacterias buenas, segundo cerebro",200,🥈 실버 배지
건강,🥗 Nutrición y Alimentación,🥗,7,전문가,Nutrición Deportiva,"Rendimiento, suplementos, recuperación",350,
건강,🥗 Nutrición y Alimentación,🥗,8,전문가,Alimentos del Futuro,"Insectos, carne de laboratorio, algas",350,🥇 골드 배지
건강,🥗 Nutrición y Alimentación,🥗,9,전문가,Nutrigenómica,ADN y alimentación personalizada,500,
건강,🥗 Nutrición y Alimentación,🥗,10,전문가,Hambre Global y Sostenibilidad,"Seguridad alimentaria, soluciones",500,💎 다이아몬드 배지
인문학,🎵 Música: Historia y Teoría,🎵,1,탐험가,Los Orígenes de la Música,"Instrumentos prehistóricos, primeras melodías",100,
인문학,🎵 Música: Historia y Teoría,🎵,2,탐험가,Música Clásica: Los Grandes,"Bach, Mozart, Beethoven",100,
인문학,🎵 Música: Historia y Teoría,🎵,3,탐험가,"Ritmo, Melodía y Armonía",Fundamentos de la teoría musical,100,🥉 브론즈 배지
인문학,🎵 Música: Historia y Teoría,🎵,4,견습생,Jazz y Blues,"Nueva Orleans, improvisación, soul",200,
인문학,🎵 Música: Historia y Teoría,🎵,5,견습생,Rock and Roll,"Elvis, Beatles, revolución cultural",200,
인문학,🎵 Música: Historia y Teoría,🎵,6,견습생,Música Electrónica,"Sintetizadores, DJs, géneros",200,🥈 실버 배지
인문학,🎵 Música: Historia y Teoría,🎵,7,전문가,Música del Mundo,"Flamenco, raga, samba, gamelan",350,
인문학,🎵 Música: Historia y Teoría,🎵,8,전문가,La Industria Musical,"Discográficas, streaming, negocio",350,🥇 골드 배지
인문학,🎵 Música: Historia y Teoría,🎵,9,전문가,Neurociencia de la Música,Por qué la música nos emociona,500,
인문학,🎵 Música: Historia y Teoría,🎵,10,전문가,IA y Composición Musical,"Algoritmos creativos, futuro sonoro",500,💎 다이아몬드 배지
자연,🌋 Volcanes y Terremotos,🌋,1,탐험가,La Tierra por Dentro,"Capas, núcleo, manto, corteza",100,
자연,🌋 Volcanes y Terremotos,🌋,2,탐험가,Tectónica de Placas,"Placas en movimiento, pangea",100,
자연,🌋 Volcanes y Terremotos,🌋,3,탐험가,Volcanes: Tipos y Erupciones,"Escudo, estrato, fisurales",100,🥉 브론즈 배지
자연,🌋 Volcanes y Terremotos,🌋,4,견습생,Grandes Erupciones de la Historia,"Pompeya, Krakatoa, Pinatubo",200,
자연,🌋 Volcanes y Terremotos,🌋,5,견습생,Terremotos y Tsunamis,"Escalas, ondas sísmicas, prevención",200,
자연,🌋 Volcanes y Terremotos,🌋,6,견습생,El Cinturón de Fuego,"Pacífico, zonas sísmicas activas",200,🥈 실버 배지
자연,🌋 Volcanes y Terremotos,🌋,7,전문가,Geotermia y Recursos,"Energía volcánica, minerales",350,
자연,🌋 Volcanes y Terremotos,🌋,8,전문가,Supervolcanes,"Yellowstone, Toba, amenazas globales",350,🥇 골드 배지
자연,🌋 Volcanes y Terremotos,🌋,9,전문가,Predicción Sísmica,"Tecnología, IA, sistemas de alerta",500,
자연,🌋 Volcanes y Terremotos,🌋,10,전문가,Geología Planetaria,"Volcanes en Marte, Ío, Venus",500,💎 다이아몬드 배지
기술,🔐 Criptografía y Ciberseguridad,🔐,1,탐험가,Historia de los Códigos Secretos,"César, Enigma, espionaje",100,
기술,🔐 Criptografía y Ciberseguridad,🔐,2,탐험가,Criptografía Moderna,"RSA, AES, claves públicas",100,
기술,🔐 Criptografía y Ciberseguridad,🔐,3,탐험가,Internet y Seguridad Básica,"HTTPS, contraseñas, phishing",100,🥉 브론즈 배지
기술,🔐 Criptografía y Ciberseguridad,🔐,4,견습생,Hackers: Mitos y Realidad,"White/black hat, ciberataques famosos",200,
기술,🔐 Criptografía y Ciberseguridad,🔐,5,견습생,Malware y Ransomware,"Virus, troyanos, protección",200,
기술,🔐 Criptografía y Ciberseguridad,🔐,6,견습생,Ingeniería Social,"Manipulación, pretexting, defensa",200,🥈 실버 배지
기술,🔐 Criptografía y Ciberseguridad,🔐,7,전문가,Blockchain y Seguridad,"Descentralización, contratos inteligentes",350,
기술,🔐 Criptografía y Ciberseguridad,🔐,8,전문가,Ciberguerra Estatal,"Stuxnet, espionaje digital, naciones",350,🥇 골드 배지
기술,🔐 Criptografía y Ciberseguridad,🔐,9,전문가,Criptografía Cuántica,Computación cuántica vs cifrado actual,500,
기술,🔐 Criptografía y Ciberseguridad,🔐,10,전문가,Privacidad Digital Total,"Anonimato, Tor, futuro de la privacidad",500,💎 다이아몬드 배지
건강,🏥 Medicina y Cuerpo Humano,🏥,1,탐험가,Anatomía Básica,"Sistemas del cuerpo, órganos vitales",100,
건강,🏥 Medicina y Cuerpo Humano,🏥,2,탐험가,El Sistema Inmunológico,"Defensas, anticuerpos, vacunas",100,
건강,🏥 Medicina y Cuerpo Humano,🏥,3,탐험가,Historia de la Medicina,"Hipócrates, penicilina, cirugía",100,🥉 브론즈 배지
건강,🏥 Medicina y Cuerpo Humano,🏥,4,견습생,Pandemias de la Historia,"Peste negra, gripe española, COVID",200,
건강,🏥 Medicina y Cuerpo Humano,🏥,5,견습생,Cáncer: Batalla Interna,"Tipos, causas, tratamientos",200,
건강,🏥 Medicina y Cuerpo Humano,🏥,6,견습생,Farmacología Básica,Cómo funcionan los medicamentos,200,🥈 실버 배지
건강,🏥 Medicina y Cuerpo Humano,🏥,7,전문가,Cirugía Robótica,"Da Vinci, precisión, futuro quirúrgico",350,
건강,🏥 Medicina y Cuerpo Humano,🏥,8,전문가,Terapias Génicas,Editar ADN para curar enfermedades,350,🥇 골드 배지
건강,🏥 Medicina y Cuerpo Humano,🏥,9,전문가,Neurociencia Médica,"Implantes cerebrales, neuroestimulación",500,
건강,🏥 Medicina y Cuerpo Humano,🏥,10,전문가,Longevidad y Anti-aging,"Telómeros, senoterapia, vivir más",500,💎 다이아몬드 배지
인문학,⚡ Mitología Universal,⚡,1,탐험가,Mitología Griega,"Zeus, Odisea, héroes y monstruos",100,
인문학,⚡ Mitología Universal,⚡,2,탐험가,Mitología Nórdica,"Odín, Thor, Ragnarök",100,
인문학,⚡ Mitología Universal,⚡,3,탐험가,Mitología Egipcia,"Ra, Osiris, el más allá",100,🥉 브론즈 배지
인문학,⚡ Mitología Universal,⚡,4,견습생,Mitología Romana,"Adaptación griega, fundación de Roma",200,
인문학,⚡ Mitología Universal,⚡,5,견습생,Mitología Mesopotámica,"Gilgamesh, diluvio, creación",200,
인문학,⚡ Mitología Universal,⚡,6,견습생,Mitología Celta y Artúrica,"Druidas, Avalon, Excalibur",200,🥈 실버 배지
인문학,⚡ Mitología Universal,⚡,7,전문가,Mitología Asiática,"Hinduismo, budismo, dragones chinos",350,
인문학,⚡ Mitología Universal,⚡,8,전문가,Mitología Mesoamericana,"Quetzalcóatl, Popol Vuh, cosmos maya",350,🥇 골드 배지
인문학,⚡ Mitología Universal,⚡,9,전문가,Arquetipos y Jung,"Inconsciente colectivo, el héroe",500,
인문학,⚡ Mitología Universal,⚡,10,전문가,Mitos Modernos,"Superhéroes, Star Wars, nuevas mitologías",500,💎 다이아몬드 배지
기술,🦾 Robótica e Ingeniería,🦾,1,탐험가,Historia de los Autómatas,"Da Vinci, relojería, primeros robots",100,
기술,🦾 Robótica e Ingeniería,🦾,2,탐험가,Mecánica Básica de Robots,"Sensores, actuadores, control",100,
기술,🦾 Robótica e Ingeniería,🦾,3,탐험가,Robots en la Industria,"Manufactura, logística, automatización",100,🥉 브론즈 배지
기술,🦾 Robótica e Ingeniería,🦾,4,견습생,Drones y Vehículos Autónomos,"Coches sin conductor, delivery",200,
기술,🦾 Robótica e Ingeniería,🦾,5,견습생,Robots Humanoides,"Boston Dynamics, Atlas, Sophia",200,
기술,🦾 Robótica e Ingeniería,🦾,6,견습생,Biomimética,Robots inspirados en la naturaleza,200,🥈 실버 배지
기술,🦾 Robótica e Ingeniería,🦾,7,전문가,Prótesis y Exoesqueletos,"Bionics, manos robóticas, movilidad",350,
기술,🦾 Robótica e Ingeniería,🦾,8,전문가,Robótica Espacial,"Rovers, ISS, reparaciones en órbita",350,🥇 골드 배지
기술,🦾 Robótica e Ingeniería,🦾,9,전문가,Nanorobots,"Medicina microscópica, ensamblaje molecular",500,
기술,🦾 Robótica e Ingeniería,🦾,10,전문가,Robots Conscientes,"IA embodied, derechos de robots, ética",500,💎 다이아몬드 배지
역사,⚔️ Guerras Mundiales,⚔️,1,탐험가,Causas de la Gran Guerra,"Alianzas, imperialismo, Sarajevo",100,
역사,⚔️ Guerras Mundiales,⚔️,2,탐험가,Trincheras: WWI,"Guerra de desgaste, gas, Somme",100,
역사,⚔️ Guerras Mundiales,⚔️,3,탐험가,El Tratado de Versalles,"Consecuencias, humillación, semillas",100,🥉 브론즈 배지
역사,⚔️ Guerras Mundiales,⚔️,4,견습생,Ascenso del Nazismo,"Hitler, propaganda, Tercer Reich",200,
역사,⚔️ Guerras Mundiales,⚔️,5,견습생,Batallas Decisivas WWII,"Stalingrado, Midway, Normandía",200,
역사,⚔️ Guerras Mundiales,⚔️,6,견습생,El Holocausto,"Genocidio, campos, memoria",200,🥈 실버 배지
역사,⚔️ Guerras Mundiales,⚔️,7,전문가,El Frente del Pacífico,"Pearl Harbor, Iwo Jima, Hiroshima",350,
역사,⚔️ Guerras Mundiales,⚔️,8,전문가,Espionaje y Criptografía,"Enigma, Turing, agentes dobles",350,🥇 골드 배지
역사,⚔️ Guerras Mundiales,⚔️,9,전문가,Nüremberg y Justicia,"Juicios, derecho internacional",500,
역사,⚔️ Guerras Mundiales,⚔️,10,전문가,Lecciones para el Siglo XXI,"Paralelos, prevención, memoria",500,💎 다이아몬드 배지
인문학,🏗️ Arquitectura Mundial,🏗️,1,탐험가,Pirámides y Templos,"Egipto, Grecia, Angkor Wat",100,
인문학,🏗️ Arquitectura Mundial,🏗️,2,탐험가,Roma y sus Monumentos,"Coliseo, acueductos, Panteón",100,
