Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
技术,🤖 Inteligencia Artificial,🤖,9,专家,IA General (AGI),Camino hacia la superinteligencia,500,
技术,🤖 Inteligencia Artificial,🤖,10,专家,El Futuro IA-Humano,"Coexistencia, singularidad tecnológica",500,💎 钻石徽章
社会,💰 Economía y Finanzas,💰,1,探险家,Oferta y Demanda,Principios básicos del mercado,100,
社会,💰 Economía y Finanzas,💰,2,探险家,El Dinero y la Banca,"Historia del dinero, sistema bancario",100,
社会,💰 Economía y Finanzas,💰,3,探险家,Inflación y Precios,Por qué sube el coste de la vida,100,🥉 青铜徽章
社会,💰 Economía y Finanzas,💰,4,学徒,Mercados Bursátiles,"Bolsa, acciones, índices",200,
社会,💰 Economía y Finanzas,💰,5,学徒,Comercio Internacional,"Globalización, aranceles, tratados",200,
社会,💰 Economía y Finanzas,💰,6,学徒,Criptomonedas y Blockchain,"Bitcoin, tecnología descentralizada",200,🥈 白银徽章
社会,💰 Economía y Finanzas,💰,7,行家,Crisis Económicas,"Grandes recesiones, patrones",350,
社会,💰 Economía y Finanzas,💰,8,行家,Política Monetaria,"Bancos centrales, tipos de interés",350,🥇 黄金徽章
社会,💰 Economía y Finanzas,💰,9,专家,Economía Conductual,Psicología de las decisiones financieras,500,
社会,💰 Economía y Finanzas,💰,10,专家,El Futuro de la Economía,"Post-capitalismo, economía circular",500,💎 钻石徽章
自然,🐋 Biología Marina,🐋,1,探险家,Los Océanos del Mundo,"Geografía oceánica, corrientes",100,
自然,🐋 Biología Marina,🐋,2,探险家,Arrecifes de Coral,"Ecosistemas submarinos, biodiversidad",100,
自然,🐋 Biología Marina,🐋,3,探险家,Grandes Mamíferos Marinos,"Ballenas, delfines, comunicación",100,🥉 青铜徽章
自然,🐋 Biología Marina,🐋,4,学徒,El Abismo: Vida en las Profundidades,"Criaturas abisales, bioluminiscencia",200,
自然,🐋 Biología Marina,🐋,5,学徒,Tiburones: Depredadores del Mar,"Especies, mitos y realidades",200,
自然,🐋 Biología Marina,🐋,6,学徒,Migraciones Oceánicas,"Rutas, instintos, supervivencia",200,🥈 白银徽章
自然,🐋 Biología Marina,🐋,7,行家,Contaminación Marina,"Plásticos, acidificación, soluciones",350,
自然,🐋 Biología Marina,🐋,8,行家,Oceanografía y Clima,El océano como regulador climático,350,🥇 黄金徽章
自然,🐋 Biología Marina,🐋,9,专家,Biología Molecular Marina,Genética de organismos marinos,500,
自然,🐋 Biología Marina,🐋,10,专家,El Océano del Futuro,"Conservación, explotación sostenible",500,💎 钻石徽章
社会,🧩 Psicología Humana,🧩,1,探险家,Introducción a la Psicología,"Corrientes, Freud, conductismo",100,
社会,🧩 Psicología Humana,🧩,2,探险家,Personalidad y Temperamento,"Big Five, tipos psicológicos",100,
社会,🧩 Psicología Humana,🧩,3,探险家,Percepción y Atención,"Ilusiones, sesgos perceptivos",100,🥉 青铜徽章
社会,🧩 Psicología Humana,🧩,4,学徒,Psicología Social,"Conformidad, obediencia, grupos",200,
社会,🧩 Psicología Humana,🧩,5,学徒,Motivación y Hábitos,"Ciclos de hábitos, motivación intrínseca",200,
社会,🧩 Psicología Humana,🧩,6,学徒,Toma de Decisiones,"Heurísticas, sesgos cognitivos",200,🥈 白银徽章
社会,🧩 Psicología Humana,🧩,7,行家,Psicología del Desarrollo,"Infancia a vejez, etapas clave",350,
社会,🧩 Psicología Humana,🧩,8,行家,Trastornos Mentales,"Ansiedad, depresión, esquizofrenia",350,🥇 黄金徽章
社会,🧩 Psicología Humana,🧩,9,专家,Psicología Positiva,"Flow, resiliencia, bienestar",500,
社会,🧩 Psicología Humana,🧩,10,专家,Manipulación y Persuasión,"Técnicas, propaganda, defensa crítica",500,💎 钻石徽章
科学,⚛️ Física Fundamental,⚛️,1,探险家,Las Leyes de Newton,"Movimiento, fuerza, gravedad",100,
科学,⚛️ Física Fundamental,⚛️,2,探险家,Energía y Termodinámica,"Conservación, calor, entropía",100,
科学,⚛️ Física Fundamental,⚛️,3,探险家,Ondas y Sonido,"Vibraciones, frecuencia, música",100,🥉 青铜徽章
科学,⚛️ Física Fundamental,⚛️,4,学徒,Electricidad y Magnetismo,"Campos, corriente, Maxwell",200,
科学,⚛️ Física Fundamental,⚛️,5,学徒,Relatividad de Einstein,"Espacio-tiempo, E=mc²",200,
科学,⚛️ Física Fundamental,⚛️,6,学徒,Física Nuclear,"Átomos, radiactividad, fisión",200,🥈 白银徽章
科学,⚛️ Física Fundamental,⚛️,7,行家,Mecánica Cuántica,"Dualidad onda-partícula, incertidumbre",350,
科学,⚛️ Física Fundamental,⚛️,8,行家,Partículas Subatómicas,"Quarks, bosón de Higgs, modelo estándar",350,🥇 黄金徽章
科学,⚛️ Física Fundamental,⚛️,9,专家,Teoría de Cuerdas,"Dimensiones extra, unificación",500,
科学,⚛️ Física Fundamental,⚛️,10,专家,Los Misterios Sin Resolver,"Gravedad cuántica, multiverso",500,💎 钻石徽章
人文,💭 Filosofía,💭,1,探险家,Sócrates y el Arte de Preguntar,"Método socrático, mayéutica",100,
人文,💭 Filosofía,💭,2,探险家,Platón y las Ideas,"Mundo ideal, alegoría de la caverna",100,
人文,💭 Filosofía,💭,3,探险家,Aristóteles: Lógica y Ética,"Silogismo, virtud, eudaimonía",100,🥉 青铜徽章
人文,💭 Filosofía,💭,4,学徒,Filosofía Medieval,"San Agustín, Santo Tomás, fe y razón",200,
人文,💭 Filosofía,💭,5,学徒,Racionalismo vs Empirismo,"Descartes, Hume, conocimiento",200,
人文,💭 Filosofía,💭,6,学徒,Kant y la Ilustración,"Imperativo categórico, crítica",200,🥈 白银徽章
人文,💭 Filosofía,💭,7,行家,Existencialismo,"Nietzsche, Sartre, libertad radical",350,
人文,💭 Filosofía,💭,8,行家,Filosofía Oriental,"Confucio, Buda, Lao-Tse",350,🥇 黄金徽章
人文,💭 Filosofía,💭,9,专家,Filosofía del Lenguaje y la Mente,"Wittgenstein, conciencia, IA",500,
人文,💭 Filosofía,💭,10,专家,Ética Contemporánea,"Bioética, justicia global, transhumanismo",500,💎 钻石徽章
科学,🧬 Evolución y Genética,🧬,1,探险家,Darwin y la Selección Natural,"Teoría de la evolución, Galápagos",100,
科学,🧬 Evolución y Genética,🧬,2,探险家,ADN: El Código de la Vida,"Estructura, genes, cromosomas",100,
科学,🧬 Evolución y Genética,🧬,3,探险家,Herencia y Mendel,"Leyes de la herencia, rasgos",100,🥉 青铜徽章
科学,🧬 Evolución y Genética,🧬,4,学徒,Evolución Humana,Australopithecus a Homo sapiens,200,
科学,🧬 Evolución y Genética,🧬,5,学徒,Mutaciones y Adaptación,Motor del cambio evolutivo,200,
科学,🧬 Evolución y Genética,🧬,6,学徒,Extinción y Especiación,"Extinciones masivas, nueva vida",200,🥈 白银徽章
科学,🧬 Evolución y Genética,🧬,7,行家,Genómica y Proteómica,"Proyecto Genoma, secuenciación",350,
科学,🧬 Evolución y Genética,🧬,8,行家,Epigenética,Genes que se encienden y apagan,350,🥇 黄金徽章
科学,🧬 Evolución y Genética,🧬,9,专家,CRISPR y Edición Genética,"Terapia génica, bebés diseñados",500,
科学,🧬 Evolución y Genética,🧬,10,专家,Biología Sintética,"Crear vida artificial, futuro genético",500,💎 钻石徽章
社会,🌍 Geopolítica Mundial,🌍,1,探险家,¿Qué es la Geopolítica?,"Conceptos, poder, territorios",100,
社会,🌍 Geopolítica Mundial,🌍,2,探险家,Las Grandes Potencias,"EE.UU., China, Rusia, UE",100,
社会,🌍 Geopolítica Mundial,🌍,3,探险家,Conflictos Territoriales,"Fronteras disputadas, recursos",100,🥉 青铜徽章
社会,🌍 Geopolítica Mundial,🌍,4,学徒,La Guerra Fría,"Bipolaridad, proxy wars, caída del muro",200,
社会,🌍 Geopolítica Mundial,🌍,5,学徒,Oriente Medio,"Petróleo, religión, conflictos",200,
社会,🌍 Geopolítica Mundial,🌍,6,学徒,El Ascenso de China,"Ruta de la Seda, influencia global",200,🥈 白银徽章
社会,🌍 Geopolítica Mundial,🌍,7,行家,Organizaciones Internacionales,"ONU, OTAN, G20, poder blando",350,
社会,🌍 Geopolítica Mundial,🌍,8,行家,Ciberguerra y Espionaje,"Guerra híbrida, desinformación",350,🥇 黄金徽章
社会,🌍 Geopolítica Mundial,🌍,9,专家,Recursos y Guerras del Futuro,"Agua, litio, tierras raras",500,
社会,🌍 Geopolítica Mundial,🌍,10,专家,Nuevo Orden Mundial,"Multipolaridad, escenarios 2050",500,💎 钻石徽章
人文,🎨 Arte y Grandes Maestros,🎨,1,探险家,Arte Prehistórico y Antiguo,"Altamira, Egipto, Grecia",100,
人文,🎨 Arte y Grandes Maestros,🎨,2,探险家,El Renacimiento,"Da Vinci, Miguel Ángel, Botticelli",100,
人文,🎨 Arte y Grandes Maestros,🎨,3,探险家,Barroco y Clasicismo,"Caravaggio, Velázquez, Rembrandt",100,🥉 青铜徽章
人文,🎨 Arte y Grandes Maestros,🎨,4,学徒,Impresionismo,"Monet, Renoir, luz y color",200,
人文,🎨 Arte y Grandes Maestros,🎨,5,学徒,Vanguardias del Siglo XX,"Picasso, Dalí, Kandinsky",200,
人文,🎨 Arte y Grandes Maestros,🎨,6,学徒,Arte Contemporáneo,"Pop Art, minimalismo, Banksy",200,🥈 白银徽章
人文,🎨 Arte y Grandes Maestros,🎨,7,行家,Fotografía como Arte,"Historia, maestros, revolución digital",350,
人文,🎨 Arte y Grandes Maestros,🎨,8,行家,Grandes Museos del Mundo,"Louvre, MoMA, Prado, Hermitage",350,🥇 黄金徽章
人文,🎨 Arte y Grandes Maestros,🎨,9,专家,El Mercado del Arte,"Subastas, falsificaciones, inversión",500,
人文,🎨 Arte y Grandes Maestros,🎨,10,专家,Arte y Tecnología: IA Creativa,"Arte generativo, NFTs, debate",500,💎 钻石徽章
自然,🌡️ Cambio Climático,🌡️,1,探险家,El Efecto Invernadero,"CO₂, gases, calentamiento",100,
自然,🌡️ Cambio Climático,🌡️,2,探险家,Historia del Clima en la Tierra,"Eras glaciales, ciclos naturales",100,
自然,🌡️ Cambio Climático,🌡️,3,探险家,Impacto Humano,"Industria, transporte, deforestación",100,🥉 青铜徽章
自然,🌡️ Cambio Climático,🌡️,4,学徒,Deshielo y Nivel del Mar,"Polos, glaciares, ciudades en riesgo",200,
自然,🌡️ Cambio Climático,🌡️,5,学徒,Fenómenos Extremos,"Huracanes, sequías, olas de calor",200,
自然,🌡️ Cambio Climático,🌡️,6,学徒,Biodiversidad Amenazada,"Sexta extinción, ecosistemas en peligro",200,🥈 白银徽章
自然,🌡️ Cambio Climático,🌡️,7,行家,Energías Renovables,"Solar, eólica, hidrógeno verde",350,
自然,🌡️ Cambio Climático,🌡️,8,行家,Acuerdos y Política Climática,"París, COP, compromisos nacionales",350,🥇 黄金徽章
自然,🌡️ Cambio Climático,🌡️,9,专家,Geoingeniería,"Soluciones radicales, riesgos",500,
自然,🌡️ Cambio Climático,🌡️,10,专家,Escenarios 2050-2100,"Modelos climáticos, futuros posibles",500,💎 钻石徽章
历史,🧭 Exploración y Aventura,🧭,1,探险家,Los Grandes Navegantes,"Colón, Magallanes, Vasco de Gama",100,
历史,🧭 Exploración y Aventura,🧭,2,探险家,Conquista de los Polos,"Amundsen, Scott, Shackleton",100,
历史,🧭 Exploración y Aventura,🧭,3,探险家,Exploradores del Mundo Antiguo,"Marco Polo, Ibn Battuta, Zheng He",100,🥉 青铜徽章
历史,🧭 Exploración y Aventura,🧭,4,学徒,La Carrera Espacial,"Gagarin, Apollo 11, MIR",200,
历史,🧭 Exploración y Aventura,🧭,5,学徒,Expediciones Submarinas,"Cousteau, Mariana, océanos profundos",200,
历史,🧭 Exploración y Aventura,🧭,6,学徒,Exploración de Selvas y Desiertos,"Amazonia, Sahara, expediciones perdidas",200,🥈 白银徽章
历史,🧭 Exploración y Aventura,🧭,7,行家,Montañismo Extremo,"Everest, K2, historia alpina",350,
历史,🧭 Exploración y Aventura,🧭,8,行家,Arqueología Aventurera,"Tutankamón, Machu Picchu, Pompeya",350,🥇 黄金徽章
历史,🧭 Exploración y Aventura,🧭,9,专家,Exploración Robótica,"Marte, drones submarinos, cuevas",500,
历史,🧭 Exploración y Aventura,🧭,10,专家,Próximas Fronteras,"Colonización espacial, océano profundo",500,💎 钻石徽章
健康,🥗 Nutrición y Alimentación,🥗,1,探险家,Macronutrientes,"Proteínas, carbohidratos, grasas",100,
健康,🥗 Nutrición y Alimentación,🥗,2,探险家,Vitaminas y Minerales,Micronutrientes esenciales,100,
健康,🥗 Nutrición y Alimentación,🥗,3,探险家,Digestión y Metabolismo,Cómo tu cuerpo procesa los alimentos,100,🥉 青铜徽章
健康,🥗 Nutrición y Alimentación,🥗,4,学徒,Dietas del Mundo,"Mediterránea, asiática, nórdica",200,
健康,🥗 Nutrición y Alimentación,🥗,5,学徒,Mitos Nutricionales,Desmentir creencias falsas,200,
健康,🥗 Nutrición y Alimentación,🥗,6,学徒,Microbioma Intestinal,"Bacterias buenas, segundo cerebro",200,🥈 白银徽章
健康,🥗 Nutrición y Alimentación,🥗,7,行家,Nutrición Deportiva,"Rendimiento, suplementos, recuperación",350,
健康,🥗 Nutrición y Alimentación,🥗,8,行家,Alimentos del Futuro,"Insectos, carne de laboratorio, algas",350,🥇 黄金徽章
健康,🥗 Nutrición y Alimentación,🥗,9,专家,Nutrigenómica,ADN y alimentación personalizada,500,
健康,🥗 Nutrición y Alimentación,🥗,10,专家,Hambre Global y Sostenibilidad,"Seguridad alimentaria, soluciones",500,💎 钻石徽章
人文,🎵 Música: Historia y Teoría,🎵,1,探险家,Los Orígenes de la Música,"Instrumentos prehistóricos, primeras melodías",100,
人文,🎵 Música: Historia y Teoría,🎵,2,探险家,Música Clásica: Los Grandes,"Bach, Mozart, Beethoven",100,
人文,🎵 Música: Historia y Teoría,🎵,3,探险家,"Ritmo, Melodía y Armonía",Fundamentos de la teoría musical,100,🥉 青铜徽章
人文,🎵 Música: Historia y Teoría,🎵,4,学徒,Jazz y Blues,"Nueva Orleans, improvisación, soul",200,
人文,🎵 Música: Historia y Teoría,🎵,5,学徒,Rock and Roll,"Elvis, Beatles, revolución cultural",200,
人文,🎵 Música: Historia y Teoría,🎵,6,学徒,Música Electrónica,"Sintetizadores, DJs, géneros",200,🥈 白银徽章
人文,🎵 Música: Historia y Teoría,🎵,7,行家,Música del Mundo,"Flamenco, raga, samba, gamelan",350,
人文,🎵 Música: Historia y Teoría,🎵,8,行家,La Industria Musical,"Discográficas, streaming, negocio",350,🥇 黄金徽章
人文,🎵 Música: Historia y Teoría,🎵,9,专家,Neurociencia de la Música,Por qué la música nos emociona,500,
人文,🎵 Música: Historia y Teoría,🎵,10,专家,IA y Composición Musical,"Algoritmos creativos, futuro sonoro",500,💎 钻石徽章
自然,🌋 Volcanes y Terremotos,🌋,1,探险家,La Tierra por Dentro,"Capas, núcleo, manto, corteza",100,
自然,🌋 Volcanes y Terremotos,🌋,2,探险家,Tectónica de Placas,"Placas en movimiento, pangea",100,
自然,🌋 Volcanes y Terremotos,🌋,3,探险家,Volcanes: Tipos y Erupciones,"Escudo, estrato, fisurales",100,🥉 青铜徽章
自然,🌋 Volcanes y Terremotos,🌋,4,学徒,Grandes Erupciones de la Historia,"Pompeya, Krakatoa, Pinatubo",200,
自然,🌋 Volcanes y Terremotos,🌋,5,学徒,Terremotos y Tsunamis,"Escalas, ondas sísmicas, prevención",200,
自然,🌋 Volcanes y Terremotos,🌋,6,学徒,El Cinturón de Fuego,"Pacífico, zonas sísmicas activas",200,🥈 白银徽章
自然,🌋 Volcanes y Terremotos,🌋,7,行家,Geotermia y Recursos,"Energía volcánica, minerales",350,
自然,🌋 Volcanes y Terremotos,🌋,8,行家,Supervolcanes,"Yellowstone, Toba, amenazas globales",350,🥇 黄金徽章
自然,🌋 Volcanes y Terremotos,🌋,9,专家,Predicción Sísmica,"Tecnología, IA, sistemas de alerta",500,
自然,🌋 Volcanes y Terremotos,🌋,10,专家,Geología Planetaria,"Volcanes en Marte, Ío, Venus",500,💎 钻石徽章
技术,🔐 Criptografía y Ciberseguridad,🔐,1,探险家,Historia de los Códigos Secretos,"César, Enigma, espionaje",100,
技术,🔐 Criptografía y Ciberseguridad,🔐,2,探险家,Criptografía Moderna,"RSA, AES, claves públicas",100,
技术,🔐 Criptografía y Ciberseguridad,🔐,3,探险家,Internet y Seguridad Básica,"HTTPS, contraseñas, phishing",100,🥉 青铜徽章
技术,🔐 Criptografía y Ciberseguridad,🔐,4,学徒,Hackers: Mitos y Realidad,"White/black hat, ciberataques famosos",200,
技术,🔐 Criptografía y Ciberseguridad,🔐,5,学徒,Malware y Ransomware,"Virus, troyanos, protección",200,
技术,🔐 Criptografía y Ciberseguridad,🔐,6,学徒,Ingeniería Social,"Manipulación, pretexting, defensa",200,🥈 白银徽章
技术,🔐 Criptografía y Ciberseguridad,🔐,7,行家,Blockchain y Seguridad,"Descentralización, contratos inteligentes",350,
技术,🔐 Criptografía y Ciberseguridad,🔐,8,行家,Ciberguerra Estatal,"Stuxnet, espionaje digital, naciones",350,🥇 黄金徽章
技术,🔐 Criptografía y Ciberseguridad,🔐,9,专家,Criptografía Cuántica,Computación cuántica vs cifrado actual,500,
技术,🔐 Criptografía y Ciberseguridad,🔐,10,专家,Privacidad Digital Total,"Anonimato, Tor, futuro de la privacidad",500,💎 钻石徽章
健康,🏥 Medicina y Cuerpo Humano,🏥,1,探险家,Anatomía Básica,"Sistemas del cuerpo, órganos vitales",100,
健康,🏥 Medicina y Cuerpo Humano,🏥,2,探险家,El Sistema Inmunológico,"Defensas, anticuerpos, vacunas",100,
健康,🏥 Medicina y Cuerpo Humano,🏥,3,探险家,Historia de la Medicina,"Hipócrates, penicilina, cirugía",100,🥉 青铜徽章
健康,🏥 Medicina y Cuerpo Humano,🏥,4,学徒,Pandemias de la Historia,"Peste negra, gripe española, COVID",200,
健康,🏥 Medicina y Cuerpo Humano,🏥,5,学徒,Cáncer: Batalla Interna,"Tipos, causas, tratamientos",200,
健康,🏥 Medicina y Cuerpo Humano,🏥,6,学徒,Farmacología Básica,Cómo funcionan los medicamentos,200,🥈 白银徽章
健康,🏥 Medicina y Cuerpo Humano,🏥,7,行家,Cirugía Robótica,"Da Vinci, precisión, futuro quirúrgico",350,
健康,🏥 Medicina y Cuerpo Humano,🏥,8,行家,Terapias Génicas,Editar ADN para curar enfermedades,350,🥇 黄金徽章
健康,🏥 Medicina y Cuerpo Humano,🏥,9,专家,Neurociencia Médica,"Implantes cerebrales, neuroestimulación",500,
健康,🏥 Medicina y Cuerpo Humano,🏥,10,专家,Longevidad y Anti-aging,"Telómeros, senoterapia, vivir más",500,💎 钻石徽章
人文,⚡ Mitología Universal,⚡,1,探险家,Mitología Griega,"Zeus, Odisea, héroes y monstruos",100,
人文,⚡ Mitología Universal,⚡,2,探险家,Mitología Nórdica,"Odín, Thor, Ragnarök",100,
人文,⚡ Mitología Universal,⚡,3,探险家,Mitología Egipcia,"Ra, Osiris, el más allá",100,🥉 青铜徽章
人文,⚡ Mitología Universal,⚡,4,学徒,Mitología Romana,"Adaptación griega, fundación de Roma",200,
人文,⚡ Mitología Universal,⚡,5,学徒,Mitología Mesopotámica,"Gilgamesh, diluvio, creación",200,
人文,⚡ Mitología Universal,⚡,6,学徒,Mitología Celta y Artúrica,"Druidas, Avalon, Excalibur",200,🥈 白银徽章
人文,⚡ Mitología Universal,⚡,7,行家,Mitología Asiática,"Hinduismo, budismo, dragones chinos",350,
人文,⚡ Mitología Universal,⚡,8,行家,Mitología Mesoamericana,"Quetzalcóatl, Popol Vuh, cosmos maya",350,🥇 黄金徽章
人文,⚡ Mitología Universal,⚡,9,专家,Arquetipos y Jung,"Inconsciente colectivo, el héroe",500,
人文,⚡ Mitología Universal,⚡,10,专家,Mitos Modernos,"Superhéroes, Star Wars, nuevas mitologías",500,💎 钻石徽章
技术,🦾 Robótica e Ingeniería,🦾,1,探险家,Historia de los Autómatas,"Da Vinci, relojería, primeros robots",100,
技术,🦾 Robótica e Ingeniería,🦾,2,探险家,Mecánica Básica de Robots,"Sensores, actuadores, control",100,
技术,🦾 Robótica e Ingeniería,🦾,3,探险家,Robots en la Industria,"Manufactura, logística, automatización",100,🥉 青铜徽章
技术,🦾 Robótica e Ingeniería,🦾,4,学徒,Drones y Vehículos Autónomos,"Coches sin conductor, delivery",200,
技术,🦾 Robótica e Ingeniería,🦾,5,学徒,Robots Humanoides,"Boston Dynamics, Atlas, Sophia",200,
技术,🦾 Robótica e Ingeniería,🦾,6,学徒,Biomimética,Robots inspirados en la naturaleza,200,🥈 白银徽章
技术,🦾 Robótica e Ingeniería,🦾,7,行家,Prótesis y Exoesqueletos,"Bionics, manos robóticas, movilidad",350,
技术,🦾 Robótica e Ingeniería,🦾,8,行家,Robótica Espacial,"Rovers, ISS, reparaciones en órbita",350,🥇 黄金徽章
技术,🦾 Robótica e Ingeniería,🦾,9,专家,Nanorobots,"Medicina microscópica, ensamblaje molecular",500,
技术,🦾 Robótica e Ingeniería,🦾,10,专家,Robots Conscientes,"IA embodied, derechos de robots, ética",500,💎 钻石徽章
历史,⚔️ Guerras Mundiales,⚔️,1,探险家,Causas de la Gran Guerra,"Alianzas, imperialismo, Sarajevo",100,
历史,⚔️ Guerras Mundiales,⚔️,2,探险家,Trincheras: WWI,"Guerra de desgaste, gas, Somme",100,
历史,⚔️ Guerras Mundiales,⚔️,3,探险家,El Tratado de Versalles,"Consecuencias, humillación, semillas",100,🥉 青铜徽章
历史,⚔️ Guerras Mundiales,⚔️,4,学徒,Ascenso del Nazismo,"Hitler, propaganda, Tercer Reich",200,
历史,⚔️ Guerras Mundiales,⚔️,5,学徒,Batallas Decisivas WWII,"Stalingrado, Midway, Normandía",200,
历史,⚔️ Guerras Mundiales,⚔️,6,学徒,El Holocausto,"Genocidio, campos, memoria",200,🥈 白银徽章
历史,⚔️ Guerras Mundiales,⚔️,7,行家,El Frente del Pacífico,"Pearl Harbor, Iwo Jima, Hiroshima",350,
历史,⚔️ Guerras Mundiales,⚔️,8,行家,Espionaje y Criptografía,"Enigma, Turing, agentes dobles",350,🥇 黄金徽章
历史,⚔️ Guerras Mundiales,⚔️,9,专家,Nüremberg y Justicia,"Juicios, derecho internacional",500,
历史,⚔️ Guerras Mundiales,⚔️,10,专家,Lecciones para el Siglo XXI,"Paralelos, prevención, memoria",500,💎 钻石徽章
人文,🏗️ Arquitectura Mundial,🏗️,1,探险家,Pirámides y Templos,"Egipto, Grecia, Angkor Wat",100,
人文,🏗️ Arquitectura Mundial,🏗️,2,探险家,Roma y sus Monumentos,"Coliseo, acueductos, Panteón",100,
人文,🏗️ Arquitectura Mundial,🏗️,3,探险家,Catedrales Góticas,"Notre-Dame, vitrales, arbotantes",100,🥉 青铜徽章
人文,🏗️ Arquitectura Mundial,🏗️,4,学徒,Renacimiento y Barroco,"Brunelleschi, Bernini, Versalles",200,
人文,🏗️ Arquitectura Mundial,🏗️,5,学徒,Rascacielos y Acero,"Chicago, Empire State, ingeniería",200,
人文,🏗️ Arquitectura Mundial,🏗️,6,学徒,Bauhaus y Modernismo,"Le Corbusier, Mies van der Rohe",200,🥈 白银徽章
