Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
العلم,🧠 علم الأعصاب,🧠,9,خبير,Conciencia y Libre Albedrío,El misterio de la conciencia,500,
العلم,🧠 علم الأعصاب,🧠,10,خبير,Neurotecnología del Futuro,"Interfaces cerebro-máquina, IA neural",500,💎 وسام ماسي
التكنولوجيا,🤖 Inteligencia Artificial,🤖,1,مستكشف,¿Qué es la IA?,"Conceptos básicos, historia",100,
التكنولوجيا,🤖 Inteligencia Artificial,🤖,2,مستكشف,Machine Learning 101,Aprendizaje supervisado y no supervisado,100,
التكنولوجيا,🤖 Inteligencia Artificial,🤖,3,مستكشف,Redes Neuronales,Cómo aprende una máquina,100,🥉 وسام برونزي
التكنولوجيا,🤖 Inteligencia Artificial,🤖,4,مبتدئ,Procesamiento del Lenguaje,"NLP, chatbots, traducción",200,
التكنولوجيا,🤖 Inteligencia Artificial,🤖,5,مبتدئ,Visión por Computador,Reconocimiento de imágenes,200,
التكنولوجيا,🤖 Inteligencia Artificial,🤖,6,مبتدئ,IA Generativa,"GPT, DALL-E, creación de contenido",200,🥈 وسام فضي
التكنولوجيا,🤖 Inteligencia Artificial,🤖,7,خبير,IA en la Industria,"Aplicaciones reales, transformación",350,
التكنولوجيا,🤖 Inteligencia Artificial,🤖,8,خبير,Ética de la IA,"Sesgos, privacidad, regulación",350,🥇 وسام ذهبي
التكنولوجيا,🤖 Inteligencia Artificial,🤖,9,خبير,IA General (AGI),Camino hacia la superinteligencia,500,
التكنولوجيا,🤖 Inteligencia Artificial,🤖,10,خبير,El Futuro IA-Humano,"Coexistencia, singularidad tecnológica",500,💎 وسام ماسي
المجتمع,💰 Economía y Finanzas,💰,1,مستكشف,Oferta y Demanda,Principios básicos del mercado,100,
المجتمع,💰 Economía y Finanzas,💰,2,مستكشف,El Dinero y la Banca,"Historia del dinero, sistema bancario",100,
المجتمع,💰 Economía y Finanzas,💰,3,مستكشف,Inflación y Precios,Por qué sube el coste de la vida,100,🥉 وسام برونزي
المجتمع,💰 Economía y Finanzas,💰,4,مبتدئ,Mercados Bursátiles,"Bolsa, acciones, índices",200,
المجتمع,💰 Economía y Finanzas,💰,5,مبتدئ,Comercio Internacional,"Globalización, aranceles, tratados",200,
المجتمع,💰 Economía y Finanzas,💰,6,مبتدئ,Criptomonedas y Blockchain,"Bitcoin, tecnología descentralizada",200,🥈 وسام فضي
المجتمع,💰 Economía y Finanzas,💰,7,خبير,Crisis Económicas,"Grandes recesiones, patrones",350,
المجتمع,💰 Economía y Finanzas,💰,8,خبير,Política Monetaria,"Bancos centrales, tipos de interés",350,🥇 وسام ذهبي
المجتمع,💰 Economía y Finanzas,💰,9,خبير,Economía Conductual,Psicología de las decisiones financieras,500,
المجتمع,💰 Economía y Finanzas,💰,10,خبير,El Futuro de la Economía,"Post-capitalismo, economía circular",500,💎 وسام ماسي
الطبيعة,🐋 Biología Marina,🐋,1,مستكشف,Los Océanos del Mundo,"Geografía oceánica, corrientes",100,
الطبيعة,🐋 Biología Marina,🐋,2,مستكشف,Arrecifes de Coral,"Ecosistemas submarinos, biodiversidad",100,
الطبيعة,🐋 Biología Marina,🐋,3,مستكشف,Grandes Mamíferos Marinos,"Ballenas, delfines, comunicación",100,🥉 وسام برونزي
الطبيعة,🐋 Biología Marina,🐋,4,مبتدئ,El Abismo: Vida en las Profundidades,"Criaturas abisales, bioluminiscencia",200,
الطبيعة,🐋 Biología Marina,🐋,5,مبتدئ,Tiburones: Depredadores del Mar,"Especies, mitos y realidades",200,
الطبيعة,🐋 Biología Marina,🐋,6,مبتدئ,Migraciones Oceánicas,"Rutas, instintos, supervivencia",200,🥈 وسام فضي
الطبيعة,🐋 Biología Marina,🐋,7,خبير,Contaminación Marina,"Plásticos, acidificación, soluciones",350,
الطبيعة,🐋 Biología Marina,🐋,8,خبير,Oceanografía y Clima,El océano como regulador climático,350,🥇 وسام ذهبي
الطبيعة,🐋 Biología Marina,🐋,9,خبير,Biología Molecular Marina,Genética de organismos marinos,500,
الطبيعة,🐋 Biología Marina,🐋,10,خبير,El Océano del Futuro,"Conservación, explotación sostenible",500,💎 وسام ماسي
المجتمع,🧩 Psicología Humana,🧩,1,مستكشف,Introducción a la Psicología,"Corrientes, Freud, conductismo",100,
المجتمع,🧩 Psicología Humana,🧩,2,مستكشف,Personalidad y Temperamento,"Big Five, tipos psicológicos",100,
المجتمع,🧩 Psicología Humana,🧩,3,مستكشف,Percepción y Atención,"Ilusiones, sesgos perceptivos",100,🥉 وسام برونزي
المجتمع,🧩 Psicología Humana,🧩,4,مبتدئ,Psicología Social,"Conformidad, obediencia, grupos",200,
المجتمع,🧩 Psicología Humana,🧩,5,مبتدئ,Motivación y Hábitos,"Ciclos de hábitos, motivación intrínseca",200,
المجتمع,🧩 Psicología Humana,🧩,6,مبتدئ,Toma de Decisiones,"Heurísticas, sesgos cognitivos",200,🥈 وسام فضي
المجتمع,🧩 Psicología Humana,🧩,7,خبير,Psicología del Desarrollo,"Infancia a vejez, etapas clave",350,
المجتمع,🧩 Psicología Humana,🧩,8,خبير,Trastornos Mentales,"Ansiedad, depresión, esquizofrenia",350,🥇 وسام ذهبي
المجتمع,🧩 Psicología Humana,🧩,9,خبير,Psicología Positiva,"Flow, resiliencia, bienestar",500,
المجتمع,🧩 Psicología Humana,🧩,10,خبير,Manipulación y Persuasión,"Técnicas, propaganda, defensa crítica",500,💎 وسام ماسي
العلم,⚛️ Física Fundamental,⚛️,1,مستكشف,Las Leyes de Newton,"Movimiento, fuerza, gravedad",100,
العلم,⚛️ Física Fundamental,⚛️,2,مستكشف,Energía y Termodinámica,"Conservación, calor, entropía",100,
العلم,⚛️ Física Fundamental,⚛️,3,مستكشف,Ondas y Sonido,"Vibraciones, frecuencia, música",100,🥉 وسام برونزي
العلم,⚛️ Física Fundamental,⚛️,4,مبتدئ,Electricidad y Magnetismo,"Campos, corriente, Maxwell",200,
العلم,⚛️ Física Fundamental,⚛️,5,مبتدئ,Relatividad de Einstein,"Espacio-tiempo, E=mc²",200,
العلم,⚛️ Física Fundamental,⚛️,6,مبتدئ,Física Nuclear,"Átomos, radiactividad, fisión",200,🥈 وسام فضي
العلم,⚛️ Física Fundamental,⚛️,7,خبير,Mecánica Cuántica,"Dualidad onda-partícula, incertidumbre",350,
العلم,⚛️ Física Fundamental,⚛️,8,خبير,Partículas Subatómicas,"Quarks, bosón de Higgs, modelo estándar",350,🥇 وسام ذهبي
العلم,⚛️ Física Fundamental,⚛️,9,خبير,Teoría de Cuerdas,"Dimensiones extra, unificación",500,
العلم,⚛️ Física Fundamental,⚛️,10,خبير,Los Misterios Sin Resolver,"Gravedad cuántica, multiverso",500,💎 وسام ماسي
العلوم الإنسانية,💭 Filosofía,💭,1,مستكشف,Sócrates y el Arte de Preguntar,"Método socrático, mayéutica",100,
العلوم الإنسانية,💭 Filosofía,💭,2,مستكشف,Platón y las Ideas,"Mundo ideal, alegoría de la caverna",100,
العلوم الإنسانية,💭 Filosofía,💭,3,مستكشف,Aristóteles: Lógica y Ética,"Silogismo, virtud, eudaimonía",100,🥉 وسام برونزي
العلوم الإنسانية,💭 Filosofía,💭,4,مبتدئ,Filosofía Medieval,"San Agustín, Santo Tomás, fe y razón",200,
العلوم الإنسانية,💭 Filosofía,💭,5,مبتدئ,Racionalismo vs Empirismo,"Descartes, Hume, conocimiento",200,
العلوم الإنسانية,💭 Filosofía,💭,6,مبتدئ,Kant y la Ilustración,"Imperativo categórico, crítica",200,🥈 وسام فضي
العلوم الإنسانية,💭 Filosofía,💭,7,خبير,Existencialismo,"Nietzsche, Sartre, libertad radical",350,
العلوم الإنسانية,💭 Filosofía,💭,8,خبير,Filosofía Oriental,"Confucio, Buda, Lao-Tse",350,🥇 وسام ذهبي
العلوم الإنسانية,💭 Filosofía,💭,9,خبير,Filosofía del Lenguaje y la Mente,"Wittgenstein, conciencia, IA",500,
العلوم الإنسانية,💭 Filosofía,💭,10,خبير,Ética Contemporánea,"Bioética, justicia global, transhumanismo",500,💎 وسام ماسي
العلم,🧬 Evolución y Genética,🧬,1,مستكشف,Darwin y la Selección Natural,"Teoría de la evolución, Galápagos",100,
العلم,🧬 Evolución y Genética,🧬,2,مستكشف,ADN: El Código de la Vida,"Estructura, genes, cromosomas",100,
العلم,🧬 Evolución y Genética,🧬,3,مستكشف,Herencia y Mendel,"Leyes de la herencia, rasgos",100,🥉 وسام برونزي
العلم,🧬 Evolución y Genética,🧬,4,مبتدئ,Evolución Humana,Australopithecus a Homo sapiens,200,
العلم,🧬 Evolución y Genética,🧬,5,مبتدئ,Mutaciones y Adaptación,Motor del cambio evolutivo,200,
العلم,🧬 Evolución y Genética,🧬,6,مبتدئ,Extinción y Especiación,"Extinciones masivas, nueva vida",200,🥈 وسام فضي
العلم,🧬 Evolución y Genética,🧬,7,خبير,Genómica y Proteómica,"Proyecto Genoma, secuenciación",350,
العلم,🧬 Evolución y Genética,🧬,8,خبير,Epigenética,Genes que se encienden y apagan,350,🥇 وسام ذهبي
العلم,🧬 Evolución y Genética,🧬,9,خبير,CRISPR y Edición Genética,"Terapia génica, bebés diseñados",500,
العلم,🧬 Evolución y Genética,🧬,10,خبير,Biología Sintética,"Crear vida artificial, futuro genético",500,💎 وسام ماسي
المجتمع,🌍 Geopolítica Mundial,🌍,1,مستكشف,¿Qué es la Geopolítica?,"Conceptos, poder, territorios",100,
المجتمع,🌍 Geopolítica Mundial,🌍,2,مستكشف,Las Grandes Potencias,"EE.UU., China, Rusia, UE",100,
المجتمع,🌍 Geopolítica Mundial,🌍,3,مستكشف,Conflictos Territoriales,"Fronteras disputadas, recursos",100,🥉 وسام برونزي
المجتمع,🌍 Geopolítica Mundial,🌍,4,مبتدئ,La Guerra Fría,"Bipolaridad, proxy wars, caída del muro",200,
المجتمع,🌍 Geopolítica Mundial,🌍,5,مبتدئ,Oriente Medio,"Petróleo, religión, conflictos",200,
المجتمع,🌍 Geopolítica Mundial,🌍,6,مبتدئ,El Ascenso de China,"Ruta de la Seda, influencia global",200,🥈 وسام فضي
المجتمع,🌍 Geopolítica Mundial,🌍,7,خبير,Organizaciones Internacionales,"ONU, OTAN, G20, poder blando",350,
المجتمع,🌍 Geopolítica Mundial,🌍,8,خبير,Ciberguerra y Espionaje,"Guerra híbrida, desinformación",350,🥇 وسام ذهبي
المجتمع,🌍 Geopolítica Mundial,🌍,9,خبير,Recursos y Guerras del Futuro,"Agua, litio, tierras raras",500,
المجتمع,🌍 Geopolítica Mundial,🌍,10,خبير,Nuevo Orden Mundial,"Multipolaridad, escenarios 2050",500,💎 وسام ماسي
العلوم الإنسانية,🎨 Arte y Grandes Maestros,🎨,1,مستكشف,Arte Prehistórico y Antiguo,"Altamira, Egipto, Grecia",100,
العلوم الإنسانية,🎨 Arte y Grandes Maestros,🎨,2,مستكشف,El Renacimiento,"Da Vinci, Miguel Ángel, Botticelli",100,
العلوم الإنسانية,🎨 Arte y Grandes Maestros,🎨,3,مستكشف,Barroco y Clasicismo,"Caravaggio, Velázquez, Rembrandt",100,🥉 وسام برونزي
العلوم الإنسانية,🎨 Arte y Grandes Maestros,🎨,4,مبتدئ,Impresionismo,"Monet, Renoir, luz y color",200,
العلوم الإنسانية,🎨 Arte y Grandes Maestros,🎨,5,مبتدئ,Vanguardias del Siglo XX,"Picasso, Dalí, Kandinsky",200,
العلوم الإنسانية,🎨 Arte y Grandes Maestros,🎨,6,مبتدئ,Arte Contemporáneo,"Pop Art, minimalismo, Banksy",200,🥈 وسام فضي
العلوم الإنسانية,🎨 Arte y Grandes Maestros,🎨,7,خبير,Fotografía como Arte,"Historia, maestros, revolución digital",350,
العلوم الإنسانية,🎨 Arte y Grandes Maestros,🎨,8,خبير,Grandes Museos del Mundo,"Louvre, MoMA, Prado, Hermitage",350,🥇 وسام ذهبي
العلوم الإنسانية,🎨 Arte y Grandes Maestros,🎨,9,خبير,El Mercado del Arte,"Subastas, falsificaciones, inversión",500,
العلوم الإنسانية,🎨 Arte y Grandes Maestros,🎨,10,خبير,Arte y Tecnología: IA Creativa,"Arte generativo, NFTs, debate",500,💎 وسام ماسي
الطبيعة,🌡️ Cambio Climático,🌡️,1,مستكشف,El Efecto Invernadero,"CO₂, gases, calentamiento",100,
الطبيعة,🌡️ Cambio Climático,🌡️,2,مستكشف,Historia del Clima en la Tierra,"Eras glaciales, ciclos naturales",100,
الطبيعة,🌡️ Cambio Climático,🌡️,3,مستكشف,Impacto Humano,"Industria, transporte, deforestación",100,🥉 وسام برونزي
الطبيعة,🌡️ Cambio Climático,🌡️,4,مبتدئ,Deshielo y Nivel del Mar,"Polos, glaciares, ciudades en riesgo",200,
الطبيعة,🌡️ Cambio Climático,🌡️,5,مبتدئ,Fenómenos Extremos,"Huracanes, sequías, olas de calor",200,
الطبيعة,🌡️ Cambio Climático,🌡️,6,مبتدئ,Biodiversidad Amenazada,"Sexta extinción, ecosistemas en peligro",200,🥈 وسام فضي
الطبيعة,🌡️ Cambio Climático,🌡️,7,خبير,Energías Renovables,"Solar, eólica, hidrógeno verde",350,
الطبيعة,🌡️ Cambio Climático,🌡️,8,خبير,Acuerdos y Política Climática,"París, COP, compromisos nacionales",350,🥇 وسام ذهبي
الطبيعة,🌡️ Cambio Climático,🌡️,9,خبير,Geoingeniería,"Soluciones radicales, riesgos",500,
الطبيعة,🌡️ Cambio Climático,🌡️,10,خبير,Escenarios 2050-2100,"Modelos climáticos, futuros posibles",500,💎 وسام ماسي
التاريخ,🧭 Exploración y Aventura,🧭,1,مستكشف,Los Grandes Navegantes,"Colón, Magallanes, Vasco de Gama",100,
التاريخ,🧭 Exploración y Aventura,🧭,2,مستكشف,Conquista de los Polos,"Amundsen, Scott, Shackleton",100,
التاريخ,🧭 Exploración y Aventura,🧭,3,مستكشف,Exploradores del Mundo Antiguo,"Marco Polo, Ibn Battuta, Zheng He",100,🥉 وسام برونزي
التاريخ,🧭 Exploración y Aventura,🧭,4,مبتدئ,La Carrera Espacial,"Gagarin, Apollo 11, MIR",200,
التاريخ,🧭 Exploración y Aventura,🧭,5,مبتدئ,Expediciones Submarinas,"Cousteau, Mariana, océanos profundos",200,
التاريخ,🧭 Exploración y Aventura,🧭,6,مبتدئ,Exploración de Selvas y Desiertos,"Amazonia, Sahara, expediciones perdidas",200,🥈 وسام فضي
التاريخ,🧭 Exploración y Aventura,🧭,7,خبير,Montañismo Extremo,"Everest, K2, historia alpina",350,
التاريخ,🧭 Exploración y Aventura,🧭,8,خبير,Arqueología Aventurera,"Tutankamón, Machu Picchu, Pompeya",350,🥇 وسام ذهبي
التاريخ,🧭 Exploración y Aventura,🧭,9,خبير,Exploración Robótica,"Marte, drones submarinos, cuevas",500,
التاريخ,🧭 Exploración y Aventura,🧭,10,خبير,Próximas Fronteras,"Colonización espacial, océano profundo",500,💎 وسام ماسي
الصحة,🥗 Nutrición y Alimentación,🥗,1,مستكشف,Macronutrientes,"Proteínas, carbohidratos, grasas",100,
الصحة,🥗 Nutrición y Alimentación,🥗,2,مستكشف,Vitaminas y Minerales,Micronutrientes esenciales,100,
الصحة,🥗 Nutrición y Alimentación,🥗,3,مستكشف,Digestión y Metabolismo,Cómo tu cuerpo procesa los alimentos,100,🥉 وسام برونزي
الصحة,🥗 Nutrición y Alimentación,🥗,4,مبتدئ,Dietas del Mundo,"Mediterránea, asiática, nórdica",200,
الصحة,🥗 Nutrición y Alimentación,🥗,5,مبتدئ,Mitos Nutricionales,Desmentir creencias falsas,200,
الصحة,🥗 Nutrición y Alimentación,🥗,6,مبتدئ,Microbioma Intestinal,"Bacterias buenas, segundo cerebro",200,🥈 وسام فضي
الصحة,🥗 Nutrición y Alimentación,🥗,7,خبير,Nutrición Deportiva,"Rendimiento, suplementos, recuperación",350,
الصحة,🥗 Nutrición y Alimentación,🥗,8,خبير,Alimentos del Futuro,"Insectos, carne de laboratorio, algas",350,🥇 وسام ذهبي
الصحة,🥗 Nutrición y Alimentación,🥗,9,خبير,Nutrigenómica,ADN y alimentación personalizada,500,
الصحة,🥗 Nutrición y Alimentación,🥗,10,خبير,Hambre Global y Sostenibilidad,"Seguridad alimentaria, soluciones",500,💎 وسام ماسي
العلوم الإنسانية,🎵 Música: Historia y Teoría,🎵,1,مستكشف,Los Orígenes de la Música,"Instrumentos prehistóricos, primeras melodías",100,
العلوم الإنسانية,🎵 Música: Historia y Teoría,🎵,2,مستكشف,Música Clásica: Los Grandes,"Bach, Mozart, Beethoven",100,
العلوم الإنسانية,🎵 Música: Historia y Teoría,🎵,3,مستكشف,"Ritmo, Melodía y Armonía",Fundamentos de la teoría musical,100,🥉 وسام برونزي
العلوم الإنسانية,🎵 Música: Historia y Teoría,🎵,4,مبتدئ,Jazz y Blues,"Nueva Orleans, improvisación, soul",200,
العلوم الإنسانية,🎵 Música: Historia y Teoría,🎵,5,مبتدئ,Rock and Roll,"Elvis, Beatles, revolución cultural",200,
العلوم الإنسانية,🎵 Música: Historia y Teoría,🎵,6,مبتدئ,Música Electrónica,"Sintetizadores, DJs, géneros",200,🥈 وسام فضي
العلوم الإنسانية,🎵 Música: Historia y Teoría,🎵,7,خبير,Música del Mundo,"Flamenco, raga, samba, gamelan",350,
العلوم الإنسانية,🎵 Música: Historia y Teoría,🎵,8,خبير,La Industria Musical,"Discográficas, streaming, negocio",350,🥇 وسام ذهبي
العلوم الإنسانية,🎵 Música: Historia y Teoría,🎵,9,خبير,Neurociencia de la Música,Por qué la música nos emociona,500,
العلوم الإنسانية,🎵 Música: Historia y Teoría,🎵,10,خبير,IA y Composición Musical,"Algoritmos creativos, futuro sonoro",500,💎 وسام ماسي
الطبيعة,🌋 Volcanes y Terremotos,🌋,1,مستكشف,La Tierra por Dentro,"Capas, núcleo, manto, corteza",100,
الطبيعة,🌋 Volcanes y Terremotos,🌋,2,مستكشف,Tectónica de Placas,"Placas en movimiento, pangea",100,
الطبيعة,🌋 Volcanes y Terremotos,🌋,3,مستكشف,Volcanes: Tipos y Erupciones,"Escudo, estrato, fisurales",100,🥉 وسام برونزي
الطبيعة,🌋 Volcanes y Terremotos,🌋,4,مبتدئ,Grandes Erupciones de la Historia,"Pompeya, Krakatoa, Pinatubo",200,
الطبيعة,🌋 Volcanes y Terremotos,🌋,5,مبتدئ,Terremotos y Tsunamis,"Escalas, ondas sísmicas, prevención",200,
الطبيعة,🌋 Volcanes y Terremotos,🌋,6,مبتدئ,El Cinturón de Fuego,"Pacífico, zonas sísmicas activas",200,🥈 وسام فضي
الطبيعة,🌋 Volcanes y Terremotos,🌋,7,خبير,Geotermia y Recursos,"Energía volcánica, minerales",350,
الطبيعة,🌋 Volcanes y Terremotos,🌋,8,خبير,Supervolcanes,"Yellowstone, Toba, amenazas globales",350,🥇 وسام ذهبي
الطبيعة,🌋 Volcanes y Terremotos,🌋,9,خبير,Predicción Sísmica,"Tecnología, IA, sistemas de alerta",500,
الطبيعة,🌋 Volcanes y Terremotos,🌋,10,خبير,Geología Planetaria,"Volcanes en Marte, Ío, Venus",500,💎 وسام ماسي
التكنولوجيا,🔐 Criptografía y Ciberseguridad,🔐,1,مستكشف,Historia de los Códigos Secretos,"César, Enigma, espionaje",100,
التكنولوجيا,🔐 Criptografía y Ciberseguridad,🔐,2,مستكشف,Criptografía Moderna,"RSA, AES, claves públicas",100,
التكنولوجيا,🔐 Criptografía y Ciberseguridad,🔐,3,مستكشف,Internet y Seguridad Básica,"HTTPS, contraseñas, phishing",100,🥉 وسام برونزي
التكنولوجيا,🔐 Criptografía y Ciberseguridad,🔐,4,مبتدئ,Hackers: Mitos y Realidad,"White/black hat, ciberataques famosos",200,
التكنولوجيا,🔐 Criptografía y Ciberseguridad,🔐,5,مبتدئ,Malware y Ransomware,"Virus, troyanos, protección",200,
التكنولوجيا,🔐 Criptografía y Ciberseguridad,🔐,6,مبتدئ,Ingeniería Social,"Manipulación, pretexting, defensa",200,🥈 وسام فضي
التكنولوجيا,🔐 Criptografía y Ciberseguridad,🔐,7,خبير,Blockchain y Seguridad,"Descentralización, contratos inteligentes",350,
التكنولوجيا,🔐 Criptografía y Ciberseguridad,🔐,8,خبير,Ciberguerra Estatal,"Stuxnet, espionaje digital, naciones",350,🥇 وسام ذهبي
التكنولوجيا,🔐 Criptografía y Ciberseguridad,🔐,9,خبير,Criptografía Cuántica,Computación cuántica vs cifrado actual,500,
التكنولوجيا,🔐 Criptografía y Ciberseguridad,🔐,10,خبير,Privacidad Digital Total,"Anonimato, Tor, futuro de la privacidad",500,💎 وسام ماسي
الصحة,🏥 Medicina y Cuerpo Humano,🏥,1,مستكشف,Anatomía Básica,"Sistemas del cuerpo, órganos vitales",100,
الصحة,🏥 Medicina y Cuerpo Humano,🏥,2,مستكشف,El Sistema Inmunológico,"Defensas, anticuerpos, vacunas",100,
الصحة,🏥 Medicina y Cuerpo Humano,🏥,3,مستكشف,Historia de la Medicina,"Hipócrates, penicilina, cirugía",100,🥉 وسام برونزي
الصحة,🏥 Medicina y Cuerpo Humano,🏥,4,مبتدئ,Pandemias de la Historia,"Peste negra, gripe española, COVID",200,
الصحة,🏥 Medicina y Cuerpo Humano,🏥,5,مبتدئ,Cáncer: Batalla Interna,"Tipos, causas, tratamientos",200,
الصحة,🏥 Medicina y Cuerpo Humano,🏥,6,مبتدئ,Farmacología Básica,Cómo funcionan los medicamentos,200,🥈 وسام فضي
الصحة,🏥 Medicina y Cuerpo Humano,🏥,7,خبير,Cirugía Robótica,"Da Vinci, precisión, futuro quirúrgico",350,
الصحة,🏥 Medicina y Cuerpo Humano,🏥,8,خبير,Terapias Génicas,Editar ADN para curar enfermedades,350,🥇 وسام ذهبي
الصحة,🏥 Medicina y Cuerpo Humano,🏥,9,خبير,Neurociencia Médica,"Implantes cerebrales, neuroestimulación",500,
الصحة,🏥 Medicina y Cuerpo Humano,🏥,10,خبير,Longevidad y Anti-aging,"Telómeros, senoterapia, vivir más",500,💎 وسام ماسي
العلوم الإنسانية,⚡ Mitología Universal,⚡,1,مستكشف,Mitología Griega,"Zeus, Odisea, héroes y monstruos",100,
العلوم الإنسانية,⚡ Mitología Universal,⚡,2,مستكشف,Mitología Nórdica,"Odín, Thor, Ragnarök",100,
العلوم الإنسانية,⚡ Mitología Universal,⚡,3,مستكشف,Mitología Egipcia,"Ra, Osiris, el más allá",100,🥉 وسام برونزي
العلوم الإنسانية,⚡ Mitología Universal,⚡,4,مبتدئ,Mitología Romana,"Adaptación griega, fundación de Roma",200,
العلوم الإنسانية,⚡ Mitología Universal,⚡,5,مبتدئ,Mitología Mesopotámica,"Gilgamesh, diluvio, creación",200,
العلوم الإنسانية,⚡ Mitología Universal,⚡,6,مبتدئ,Mitología Celta y Artúrica,"Druidas, Avalon, Excalibur",200,🥈 وسام فضي
العلوم الإنسانية,⚡ Mitología Universal,⚡,7,خبير,Mitología Asiática,"Hinduismo, budismo, dragones chinos",350,
العلوم الإنسانية,⚡ Mitología Universal,⚡,8,خبير,Mitología Mesoamericana,"Quetzalcóatl, Popol Vuh, cosmos maya",350,🥇 وسام ذهبي
العلوم الإنسانية,⚡ Mitología Universal,⚡,9,خبير,Arquetipos y Jung,"Inconsciente colectivo, el héroe",500,
العلوم الإنسانية,⚡ Mitología Universal,⚡,10,خبير,Mitos Modernos,"Superhéroes, Star Wars, nuevas mitologías",500,💎 وسام ماسي
التكنولوجيا,🦾 Robótica e Ingeniería,🦾,1,مستكشف,Historia de los Autómatas,"Da Vinci, relojería, primeros robots",100,
التكنولوجيا,🦾 Robótica e Ingeniería,🦾,2,مستكشف,Mecánica Básica de Robots,"Sensores, actuadores, control",100,
التكنولوجيا,🦾 Robótica e Ingeniería,🦾,3,مستكشف,Robots en la Industria,"Manufactura, logística, automatización",100,🥉 وسام برونزي
التكنولوجيا,🦾 Robótica e Ingeniería,🦾,4,مبتدئ,Drones y Vehículos Autónomos,"Coches sin conductor, delivery",200,
