Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
Наука,🧠 Нейронаука,🧠,7,Ценитель,Neuroquímica,"Dopamina, serotonina, endorfinas",350,
Наука,🧠 Нейронаука,🧠,8,Ценитель,Trastornos Neurológicos,"Alzheimer, Parkinson, epilepsia",350,🥇 Золотой значок
Наука,🧠 Нейронаука,🧠,9,Эксперт,Conciencia y Libre Albedrío,El misterio de la conciencia,500,
Наука,🧠 Нейронаука,🧠,10,Эксперт,Neurotecnología del Futuro,"Interfaces cerebro-máquina, IA neural",500,💎 Бриллиантовый значок
Технологии,🤖 Inteligencia Artificial,🤖,1,Исследователь,¿Qué es la IA?,"Conceptos básicos, historia",100,
Технологии,🤖 Inteligencia Artificial,🤖,2,Исследователь,Machine Learning 101,Aprendizaje supervisado y no supervisado,100,
Технологии,🤖 Inteligencia Artificial,🤖,3,Исследователь,Redes Neuronales,Cómo aprende una máquina,100,🥉 Бронзовый значок
Технологии,🤖 Inteligencia Artificial,🤖,4,Ученик,Procesamiento del Lenguaje,"NLP, chatbots, traducción",200,
Технологии,🤖 Inteligencia Artificial,🤖,5,Ученик,Visión por Computador,Reconocimiento de imágenes,200,
Технологии,🤖 Inteligencia Artificial,🤖,6,Ученик,IA Generativa,"GPT, DALL-E, creación de contenido",200,🥈 Серебряный значок
Технологии,🤖 Inteligencia Artificial,🤖,7,Ценитель,IA en la Industria,"Aplicaciones reales, transformación",350,
Технологии,🤖 Inteligencia Artificial,🤖,8,Ценитель,Ética de la IA,"Sesgos, privacidad, regulación",350,🥇 Золотой значок
Технологии,🤖 Inteligencia Artificial,🤖,9,Эксперт,IA General (AGI),Camino hacia la superinteligencia,500,
Технологии,🤖 Inteligencia Artificial,🤖,10,Эксперт,El Futuro IA-Humano,"Coexistencia, singularidad tecnológica",500,💎 Бриллиантовый значок
Общество,💰 Economía y Finanzas,💰,1,Исследователь,Oferta y Demanda,Principios básicos del mercado,100,
Общество,💰 Economía y Finanzas,💰,2,Исследователь,El Dinero y la Banca,"Historia del dinero, sistema bancario",100,
Общество,💰 Economía y Finanzas,💰,3,Исследователь,Inflación y Precios,Por qué sube el coste de la vida,100,🥉 Бронзовый значок
Общество,💰 Economía y Finanzas,💰,4,Ученик,Mercados Bursátiles,"Bolsa, acciones, índices",200,
Общество,💰 Economía y Finanzas,💰,5,Ученик,Comercio Internacional,"Globalización, aranceles, tratados",200,
Общество,💰 Economía y Finanzas,💰,6,Ученик,Criptomonedas y Blockchain,"Bitcoin, tecnología descentralizada",200,🥈 Серебряный значок
Общество,💰 Economía y Finanzas,💰,7,Ценитель,Crisis Económicas,"Grandes recesiones, patrones",350,
Общество,💰 Economía y Finanzas,💰,8,Ценитель,Política Monetaria,"Bancos centrales, tipos de interés",350,🥇 Золотой значок
Общество,💰 Economía y Finanzas,💰,9,Эксперт,Economía Conductual,Psicología de las decisiones financieras,500,
Общество,💰 Economía y Finanzas,💰,10,Эксперт,El Futuro de la Economía,"Post-capitalismo, economía circular",500,💎 Бриллиантовый значок
Природа,🐋 Biología Marina,🐋,1,Исследователь,Los Océanos del Mundo,"Geografía oceánica, corrientes",100,
Природа,🐋 Biología Marina,🐋,2,Исследователь,Arrecifes de Coral,"Ecosistemas submarinos, biodiversidad",100,
Природа,🐋 Biología Marina,🐋,3,Исследователь,Grandes Mamíferos Marinos,"Ballenas, delfines, comunicación",100,🥉 Бронзовый значок
Природа,🐋 Biología Marina,🐋,4,Ученик,El Abismo: Vida en las Profundidades,"Criaturas abisales, bioluminiscencia",200,
Природа,🐋 Biología Marina,🐋,5,Ученик,Tiburones: Depredadores del Mar,"Especies, mitos y realidades",200,
Природа,🐋 Biología Marina,🐋,6,Ученик,Migraciones Oceánicas,"Rutas, instintos, supervivencia",200,🥈 Серебряный значок
Природа,🐋 Biología Marina,🐋,7,Ценитель,Contaminación Marina,"Plásticos, acidificación, soluciones",350,
Природа,🐋 Biología Marina,🐋,8,Ценитель,Oceanografía y Clima,El océano como regulador climático,350,🥇 Золотой значок
Природа,🐋 Biología Marina,🐋,9,Эксперт,Biología Molecular Marina,Genética de organismos marinos,500,
Природа,🐋 Biología Marina,🐋,10,Эксперт,El Océano del Futuro,"Conservación, explotación sostenible",500,💎 Бриллиантовый значок
Общество,🧩 Psicología Humana,🧩,1,Исследователь,Introducción a la Psicología,"Corrientes, Freud, conductismo",100,
Общество,🧩 Psicología Humana,🧩,2,Исследователь,Personalidad y Temperamento,"Big Five, tipos psicológicos",100,
Общество,🧩 Psicología Humana,🧩,3,Исследователь,Percepción y Atención,"Ilusiones, sesgos perceptivos",100,🥉 Бронзовый значок
Общество,🧩 Psicología Humana,🧩,4,Ученик,Psicología Social,"Conformidad, obediencia, grupos",200,
Общество,🧩 Psicología Humana,🧩,5,Ученик,Motivación y Hábitos,"Ciclos de hábitos, motivación intrínseca",200,
Общество,🧩 Psicología Humana,🧩,6,Ученик,Toma de Decisiones,"Heurísticas, sesgos cognitivos",200,🥈 Серебряный значок
Общество,🧩 Psicología Humana,🧩,7,Ценитель,Psicología del Desarrollo,"Infancia a vejez, etapas clave",350,
Общество,🧩 Psicología Humana,🧩,8,Ценитель,Trastornos Mentales,"Ansiedad, depresión, esquizofrenia",350,🥇 Золотой значок
Общество,🧩 Psicología Humana,🧩,9,Эксперт,Psicología Positiva,"Flow, resiliencia, bienestar",500,
Общество,🧩 Psicología Humana,🧩,10,Эксперт,Manipulación y Persuasión,"Técnicas, propaganda, defensa crítica",500,💎 Бриллиантовый значок
Наука,⚛️ Física Fundamental,⚛️,1,Исследователь,Las Leyes de Newton,"Movimiento, fuerza, gravedad",100,
Наука,⚛️ Física Fundamental,⚛️,2,Исследователь,Energía y Termodinámica,"Conservación, calor, entropía",100,
Наука,⚛️ Física Fundamental,⚛️,3,Исследователь,Ondas y Sonido,"Vibraciones, frecuencia, música",100,🥉 Бронзовый значок
Наука,⚛️ Física Fundamental,⚛️,4,Ученик,Electricidad y Magnetismo,"Campos, corriente, Maxwell",200,
Наука,⚛️ Física Fundamental,⚛️,5,Ученик,Relatividad de Einstein,"Espacio-tiempo, E=mc²",200,
Наука,⚛️ Física Fundamental,⚛️,6,Ученик,Física Nuclear,"Átomos, radiactividad, fisión",200,🥈 Серебряный значок
Наука,⚛️ Física Fundamental,⚛️,7,Ценитель,Mecánica Cuántica,"Dualidad onda-partícula, incertidumbre",350,
Наука,⚛️ Física Fundamental,⚛️,8,Ценитель,Partículas Subatómicas,"Quarks, bosón de Higgs, modelo estándar",350,🥇 Золотой значок
Наука,⚛️ Física Fundamental,⚛️,9,Эксперт,Teoría de Cuerdas,"Dimensiones extra, unificación",500,
Наука,⚛️ Física Fundamental,⚛️,10,Эксперт,Los Misterios Sin Resolver,"Gravedad cuántica, multiverso",500,💎 Бриллиантовый значок
Гуманитарные науки,💭 Filosofía,💭,1,Исследователь,Sócrates y el Arte de Preguntar,"Método socrático, mayéutica",100,
Гуманитарные науки,💭 Filosofía,💭,2,Исследователь,Platón y las Ideas,"Mundo ideal, alegoría de la caverna",100,
Гуманитарные науки,💭 Filosofía,💭,3,Исследователь,Aristóteles: Lógica y Ética,"Silogismo, virtud, eudaimonía",100,🥉 Бронзовый значок
Гуманитарные науки,💭 Filosofía,💭,4,Ученик,Filosofía Medieval,"San Agustín, Santo Tomás, fe y razón",200,
Гуманитарные науки,💭 Filosofía,💭,5,Ученик,Racionalismo vs Empirismo,"Descartes, Hume, conocimiento",200,
Гуманитарные науки,💭 Filosofía,💭,6,Ученик,Kant y la Ilustración,"Imperativo categórico, crítica",200,🥈 Серебряный значок
Гуманитарные науки,💭 Filosofía,💭,7,Ценитель,Existencialismo,"Nietzsche, Sartre, libertad radical",350,
Гуманитарные науки,💭 Filosofía,💭,8,Ценитель,Filosofía Oriental,"Confucio, Buda, Lao-Tse",350,🥇 Золотой значок
Гуманитарные науки,💭 Filosofía,💭,9,Эксперт,Filosofía del Lenguaje y la Mente,"Wittgenstein, conciencia, IA",500,
Гуманитарные науки,💭 Filosofía,💭,10,Эксперт,Ética Contemporánea,"Bioética, justicia global, transhumanismo",500,💎 Бриллиантовый значок
Наука,🧬 Evolución y Genética,🧬,1,Исследователь,Darwin y la Selección Natural,"Teoría de la evolución, Galápagos",100,
Наука,🧬 Evolución y Genética,🧬,2,Исследователь,ADN: El Código de la Vida,"Estructura, genes, cromosomas",100,
Наука,🧬 Evolución y Genética,🧬,3,Исследователь,Herencia y Mendel,"Leyes de la herencia, rasgos",100,🥉 Бронзовый значок
Наука,🧬 Evolución y Genética,🧬,4,Ученик,Evolución Humana,Australopithecus a Homo sapiens,200,
Наука,🧬 Evolución y Genética,🧬,5,Ученик,Mutaciones y Adaptación,Motor del cambio evolutivo,200,
Наука,🧬 Evolución y Genética,🧬,6,Ученик,Extinción y Especiación,"Extinciones masivas, nueva vida",200,🥈 Серебряный значок
Наука,🧬 Evolución y Genética,🧬,7,Ценитель,Genómica y Proteómica,"Proyecto Genoma, secuenciación",350,
Наука,🧬 Evolución y Genética,🧬,8,Ценитель,Epigenética,Genes que se encienden y apagan,350,🥇 Золотой значок
Наука,🧬 Evolución y Genética,🧬,9,Эксперт,CRISPR y Edición Genética,"Terapia génica, bebés diseñados",500,
Наука,🧬 Evolución y Genética,🧬,10,Эксперт,Biología Sintética,"Crear vida artificial, futuro genético",500,💎 Бриллиантовый значок
Общество,🌍 Geopolítica Mundial,🌍,1,Исследователь,¿Qué es la Geopolítica?,"Conceptos, poder, territorios",100,
Общество,🌍 Geopolítica Mundial,🌍,2,Исследователь,Las Grandes Potencias,"EE.UU., China, Rusia, UE",100,
Общество,🌍 Geopolítica Mundial,🌍,3,Исследователь,Conflictos Territoriales,"Fronteras disputadas, recursos",100,🥉 Бронзовый значок
Общество,🌍 Geopolítica Mundial,🌍,4,Ученик,La Guerra Fría,"Bipolaridad, proxy wars, caída del muro",200,
Общество,🌍 Geopolítica Mundial,🌍,5,Ученик,Oriente Medio,"Petróleo, religión, conflictos",200,
Общество,🌍 Geopolítica Mundial,🌍,6,Ученик,El Ascenso de China,"Ruta de la Seda, influencia global",200,🥈 Серебряный значок
Общество,🌍 Geopolítica Mundial,🌍,7,Ценитель,Organizaciones Internacionales,"ONU, OTAN, G20, poder blando",350,
Общество,🌍 Geopolítica Mundial,🌍,8,Ценитель,Ciberguerra y Espionaje,"Guerra híbrida, desinformación",350,🥇 Золотой значок
Общество,🌍 Geopolítica Mundial,🌍,9,Эксперт,Recursos y Guerras del Futuro,"Agua, litio, tierras raras",500,
Общество,🌍 Geopolítica Mundial,🌍,10,Эксперт,Nuevo Orden Mundial,"Multipolaridad, escenarios 2050",500,💎 Бриллиантовый значок
Гуманитарные науки,🎨 Arte y Grandes Maestros,🎨,1,Исследователь,Arte Prehistórico y Antiguo,"Altamira, Egipto, Grecia",100,
Гуманитарные науки,🎨 Arte y Grandes Maestros,🎨,2,Исследователь,El Renacimiento,"Da Vinci, Miguel Ángel, Botticelli",100,
Гуманитарные науки,🎨 Arte y Grandes Maestros,🎨,3,Исследователь,Barroco y Clasicismo,"Caravaggio, Velázquez, Rembrandt",100,🥉 Бронзовый значок
Гуманитарные науки,🎨 Arte y Grandes Maestros,🎨,4,Ученик,Impresionismo,"Monet, Renoir, luz y color",200,
Гуманитарные науки,🎨 Arte y Grandes Maestros,🎨,5,Ученик,Vanguardias del Siglo XX,"Picasso, Dalí, Kandinsky",200,
Гуманитарные науки,🎨 Arte y Grandes Maestros,🎨,6,Ученик,Arte Contemporáneo,"Pop Art, minimalismo, Banksy",200,🥈 Серебряный значок
Гуманитарные науки,🎨 Arte y Grandes Maestros,🎨,7,Ценитель,Fotografía como Arte,"Historia, maestros, revolución digital",350,
Гуманитарные науки,🎨 Arte y Grandes Maestros,🎨,8,Ценитель,Grandes Museos del Mundo,"Louvre, MoMA, Prado, Hermitage",350,🥇 Золотой значок
Гуманитарные науки,🎨 Arte y Grandes Maestros,🎨,9,Эксперт,El Mercado del Arte,"Subastas, falsificaciones, inversión",500,
Гуманитарные науки,🎨 Arte y Grandes Maestros,🎨,10,Эксперт,Arte y Tecnología: IA Creativa,"Arte generativo, NFTs, debate",500,💎 Бриллиантовый значок
Природа,🌡️ Cambio Climático,🌡️,1,Исследователь,El Efecto Invernadero,"CO₂, gases, calentamiento",100,
Природа,🌡️ Cambio Climático,🌡️,2,Исследователь,Historia del Clima en la Tierra,"Eras glaciales, ciclos naturales",100,
Природа,🌡️ Cambio Climático,🌡️,3,Исследователь,Impacto Humano,"Industria, transporte, deforestación",100,🥉 Бронзовый значок
Природа,🌡️ Cambio Climático,🌡️,4,Ученик,Deshielo y Nivel del Mar,"Polos, glaciares, ciudades en riesgo",200,
Природа,🌡️ Cambio Climático,🌡️,5,Ученик,Fenómenos Extremos,"Huracanes, sequías, olas de calor",200,
Природа,🌡️ Cambio Climático,🌡️,6,Ученик,Biodiversidad Amenazada,"Sexta extinción, ecosistemas en peligro",200,🥈 Серебряный значок
Природа,🌡️ Cambio Climático,🌡️,7,Ценитель,Energías Renovables,"Solar, eólica, hidrógeno verde",350,
Природа,🌡️ Cambio Climático,🌡️,8,Ценитель,Acuerdos y Política Climática,"París, COP, compromisos nacionales",350,🥇 Золотой значок
Природа,🌡️ Cambio Climático,🌡️,9,Эксперт,Geoingeniería,"Soluciones radicales, riesgos",500,
Природа,🌡️ Cambio Climático,🌡️,10,Эксперт,Escenarios 2050-2100,"Modelos climáticos, futuros posibles",500,💎 Бриллиантовый значок
История,🧭 Exploración y Aventura,🧭,1,Исследователь,Los Grandes Navegantes,"Colón, Magallanes, Vasco de Gama",100,
История,🧭 Exploración y Aventura,🧭,2,Исследователь,Conquista de los Polos,"Amundsen, Scott, Shackleton",100,
История,🧭 Exploración y Aventura,🧭,3,Исследователь,Exploradores del Mundo Antiguo,"Marco Polo, Ibn Battuta, Zheng He",100,🥉 Бронзовый значок
История,🧭 Exploración y Aventura,🧭,4,Ученик,La Carrera Espacial,"Gagarin, Apollo 11, MIR",200,
История,🧭 Exploración y Aventura,🧭,5,Ученик,Expediciones Submarinas,"Cousteau, Mariana, océanos profundos",200,
История,🧭 Exploración y Aventura,🧭,6,Ученик,Exploración de Selvas y Desiertos,"Amazonia, Sahara, expediciones perdidas",200,🥈 Серебряный значок
История,🧭 Exploración y Aventura,🧭,7,Ценитель,Montañismo Extremo,"Everest, K2, historia alpina",350,
История,🧭 Exploración y Aventura,🧭,8,Ценитель,Arqueología Aventurera,"Tutankamón, Machu Picchu, Pompeya",350,🥇 Золотой значок
История,🧭 Exploración y Aventura,🧭,9,Эксперт,Exploración Robótica,"Marte, drones submarinos, cuevas",500,
История,🧭 Exploración y Aventura,🧭,10,Эксперт,Próximas Fronteras,"Colonización espacial, océano profundo",500,💎 Бриллиантовый значок
Здоровье,🥗 Nutrición y Alimentación,🥗,1,Исследователь,Macronutrientes,"Proteínas, carbohidratos, grasas",100,
Здоровье,🥗 Nutrición y Alimentación,🥗,2,Исследователь,Vitaminas y Minerales,Micronutrientes esenciales,100,
Здоровье,🥗 Nutrición y Alimentación,🥗,3,Исследователь,Digestión y Metabolismo,Cómo tu cuerpo procesa los alimentos,100,🥉 Бронзовый значок
Здоровье,🥗 Nutrición y Alimentación,🥗,4,Ученик,Dietas del Mundo,"Mediterránea, asiática, nórdica",200,
Здоровье,🥗 Nutrición y Alimentación,🥗,5,Ученик,Mitos Nutricionales,Desmentir creencias falsas,200,
Здоровье,🥗 Nutrición y Alimentación,🥗,6,Ученик,Microbioma Intestinal,"Bacterias buenas, segundo cerebro",200,🥈 Серебряный значок
Здоровье,🥗 Nutrición y Alimentación,🥗,7,Ценитель,Nutrición Deportiva,"Rendimiento, suplementos, recuperación",350,
Здоровье,🥗 Nutrición y Alimentación,🥗,8,Ценитель,Alimentos del Futuro,"Insectos, carne de laboratorio, algas",350,🥇 Золотой значок
Здоровье,🥗 Nutrición y Alimentación,🥗,9,Эксперт,Nutrigenómica,ADN y alimentación personalizada,500,
Здоровье,🥗 Nutrición y Alimentación,🥗,10,Эксперт,Hambre Global y Sostenibilidad,"Seguridad alimentaria, soluciones",500,💎 Бриллиантовый значок
Гуманитарные науки,🎵 Música: Historia y Teoría,🎵,1,Исследователь,Los Orígenes de la Música,"Instrumentos prehistóricos, primeras melodías",100,
Гуманитарные науки,🎵 Música: Historia y Teoría,🎵,2,Исследователь,Música Clásica: Los Grandes,"Bach, Mozart, Beethoven",100,
Гуманитарные науки,🎵 Música: Historia y Teoría,🎵,3,Исследователь,"Ritmo, Melodía y Armonía",Fundamentos de la teoría musical,100,🥉 Бронзовый значок
Гуманитарные науки,🎵 Música: Historia y Teoría,🎵,4,Ученик,Jazz y Blues,"Nueva Orleans, improvisación, soul",200,
Гуманитарные науки,🎵 Música: Historia y Teoría,🎵,5,Ученик,Rock and Roll,"Elvis, Beatles, revolución cultural",200,
Гуманитарные науки,🎵 Música: Historia y Teoría,🎵,6,Ученик,Música Electrónica,"Sintetizadores, DJs, géneros",200,🥈 Серебряный значок
Гуманитарные науки,🎵 Música: Historia y Teoría,🎵,7,Ценитель,Música del Mundo,"Flamenco, raga, samba, gamelan",350,
Гуманитарные науки,🎵 Música: Historia y Teoría,🎵,8,Ценитель,La Industria Musical,"Discográficas, streaming, negocio",350,🥇 Золотой значок
Гуманитарные науки,🎵 Música: Historia y Teoría,🎵,9,Эксперт,Neurociencia de la Música,Por qué la música nos emociona,500,
Гуманитарные науки,🎵 Música: Historia y Teoría,🎵,10,Эксперт,IA y Composición Musical,"Algoritmos creativos, futuro sonoro",500,💎 Бриллиантовый значок
Природа,🌋 Volcanes y Terremotos,🌋,1,Исследователь,La Tierra por Dentro,"Capas, núcleo, manto, corteza",100,
Природа,🌋 Volcanes y Terremotos,🌋,2,Исследователь,Tectónica de Placas,"Placas en movimiento, pangea",100,
Природа,🌋 Volcanes y Terremotos,🌋,3,Исследователь,Volcanes: Tipos y Erupciones,"Escudo, estrato, fisurales",100,🥉 Бронзовый значок
Природа,🌋 Volcanes y Terremotos,🌋,4,Ученик,Grandes Erupciones de la Historia,"Pompeya, Krakatoa, Pinatubo",200,
Природа,🌋 Volcanes y Terremotos,🌋,5,Ученик,Terremotos y Tsunamis,"Escalas, ondas sísmicas, prevención",200,
Природа,🌋 Volcanes y Terremotos,🌋,6,Ученик,El Cinturón de Fuego,"Pacífico, zonas sísmicas activas",200,🥈 Серебряный значок
Природа,🌋 Volcanes y Terremotos,🌋,7,Ценитель,Geotermia y Recursos,"Energía volcánica, minerales",350,
Природа,🌋 Volcanes y Terremotos,🌋,8,Ценитель,Supervolcanes,"Yellowstone, Toba, amenazas globales",350,🥇 Золотой значок
Природа,🌋 Volcanes y Terremotos,🌋,9,Эксперт,Predicción Sísmica,"Tecnología, IA, sistemas de alerta",500,
Природа,🌋 Volcanes y Terremotos,🌋,10,Эксперт,Geología Planetaria,"Volcanes en Marte, Ío, Venus",500,💎 Бриллиантовый значок
Технологии,🔐 Criptografía y Ciberseguridad,🔐,1,Исследователь,Historia de los Códigos Secretos,"César, Enigma, espionaje",100,
Технологии,🔐 Criptografía y Ciberseguridad,🔐,2,Исследователь,Criptografía Moderna,"RSA, AES, claves públicas",100,
Технологии,🔐 Criptografía y Ciberseguridad,🔐,3,Исследователь,Internet y Seguridad Básica,"HTTPS, contraseñas, phishing",100,🥉 Бронзовый значок
Технологии,🔐 Criptografía y Ciberseguridad,🔐,4,Ученик,Hackers: Mitos y Realidad,"White/black hat, ciberataques famosos",200,
Технологии,🔐 Criptografía y Ciberseguridad,🔐,5,Ученик,Malware y Ransomware,"Virus, troyanos, protección",200,
Технологии,🔐 Criptografía y Ciberseguridad,🔐,6,Ученик,Ingeniería Social,"Manipulación, pretexting, defensa",200,🥈 Серебряный значок
Технологии,🔐 Criptografía y Ciberseguridad,🔐,7,Ценитель,Blockchain y Seguridad,"Descentralización, contratos inteligentes",350,
Технологии,🔐 Criptografía y Ciberseguridad,🔐,8,Ценитель,Ciberguerra Estatal,"Stuxnet, espionaje digital, naciones",350,🥇 Золотой значок
Технологии,🔐 Criptografía y Ciberseguridad,🔐,9,Эксперт,Criptografía Cuántica,Computación cuántica vs cifrado actual,500,
Технологии,🔐 Criptografía y Ciberseguridad,🔐,10,Эксперт,Privacidad Digital Total,"Anonimato, Tor, futuro de la privacidad",500,💎 Бриллиантовый значок
Здоровье,🏥 Medicina y Cuerpo Humano,🏥,1,Исследователь,Anatomía Básica,"Sistemas del cuerpo, órganos vitales",100,
Здоровье,🏥 Medicina y Cuerpo Humano,🏥,2,Исследователь,El Sistema Inmunológico,"Defensas, anticuerpos, vacunas",100,
Здоровье,🏥 Medicina y Cuerpo Humano,🏥,3,Исследователь,Historia de la Medicina,"Hipócrates, penicilina, cirugía",100,🥉 Бронзовый значок
Здоровье,🏥 Medicina y Cuerpo Humano,🏥,4,Ученик,Pandemias de la Historia,"Peste negra, gripe española, COVID",200,
Здоровье,🏥 Medicina y Cuerpo Humano,🏥,5,Ученик,Cáncer: Batalla Interna,"Tipos, causas, tratamientos",200,
Здоровье,🏥 Medicina y Cuerpo Humano,🏥,6,Ученик,Farmacología Básica,Cómo funcionan los medicamentos,200,🥈 Серебряный значок
Здоровье,🏥 Medicina y Cuerpo Humano,🏥,7,Ценитель,Cirugía Robótica,"Da Vinci, precisión, futuro quirúrgico",350,
Здоровье,🏥 Medicina y Cuerpo Humano,🏥,8,Ценитель,Terapias Génicas,Editar ADN para curar enfermedades,350,🥇 Золотой значок
Здоровье,🏥 Medicina y Cuerpo Humano,🏥,9,Эксперт,Neurociencia Médica,"Implantes cerebrales, neuroestimulación",500,
Здоровье,🏥 Medicina y Cuerpo Humano,🏥,10,Эксперт,Longevidad y Anti-aging,"Telómeros, senoterapia, vivir más",500,💎 Бриллиантовый значок
Гуманитарные науки,⚡ Mitología Universal,⚡,1,Исследователь,Mitología Griega,"Zeus, Odisea, héroes y monstruos",100,
Гуманитарные науки,⚡ Mitología Universal,⚡,2,Исследователь,Mitología Nórdica,"Odín, Thor, Ragnarök",100,
Гуманитарные науки,⚡ Mitología Universal,⚡,3,Исследователь,Mitología Egipcia,"Ra, Osiris, el más allá",100,🥉 Бронзовый значок
Гуманитарные науки,⚡ Mitología Universal,⚡,4,Ученик,Mitología Romana,"Adaptación griega, fundación de Roma",200,
Гуманитарные науки,⚡ Mitología Universal,⚡,5,Ученик,Mitología Mesopotámica,"Gilgamesh, diluvio, creación",200,
Гуманитарные науки,⚡ Mitología Universal,⚡,6,Ученик,Mitología Celta y Artúrica,"Druidas, Avalon, Excalibur",200,🥈 Серебряный значок
Гуманитарные науки,⚡ Mitología Universal,⚡,7,Ценитель,Mitología Asiática,"Hinduismo, budismo, dragones chinos",350,
Гуманитарные науки,⚡ Mitología Universal,⚡,8,Ценитель,Mitología Mesoamericana,"Quetzalcóatl, Popol Vuh, cosmos maya",350,🥇 Золотой значок
Гуманитарные науки,⚡ Mitología Universal,⚡,9,Эксперт,Arquetipos y Jung,"Inconsciente colectivo, el héroe",500,
Гуманитарные науки,⚡ Mitología Universal,⚡,10,Эксперт,Mitos Modernos,"Superhéroes, Star Wars, nuevas mitologías",500,💎 Бриллиантовый значок
Технологии,🦾 Robótica e Ingeniería,🦾,1,Исследователь,Historia de los Autómatas,"Da Vinci, relojería, primeros robots",100,
Технологии,🦾 Robótica e Ingeniería,🦾,2,Исследователь,Mecánica Básica de Robots,"Sensores, actuadores, control",100,
Технологии,🦾 Robótica e Ingeniería,🦾,3,Исследователь,Robots en la Industria,"Manufactura, logística, automatización",100,🥉 Бронзовый значок
Технологии,🦾 Robótica e Ingeniería,🦾,4,Ученик,Drones y Vehículos Autónomos,"Coches sin conductor, delivery",200,
Технологии,🦾 Robótica e Ingeniería,🦾,5,Ученик,Robots Humanoides,"Boston Dynamics, Atlas, Sophia",200,
Технологии,🦾 Robótica e Ingeniería,🦾,6,Ученик,Biomimética,Robots inspirados en la naturaleza,200,🥈 Серебряный значок
Технологии,🦾 Robótica e Ingeniería,🦾,7,Ценитель,Prótesis y Exoesqueletos,"Bionics, manos robóticas, movilidad",350,
Технологии,🦾 Robótica e Ingeniería,🦾,8,Ценитель,Robótica Espacial,"Rovers, ISS, reparaciones en órbita",350,🥇 Золотой значок
Технологии,🦾 Robótica e Ingeniería,🦾,9,Эксперт,Nanorobots,"Medicina microscópica, ensamblaje molecular",500,
