Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
人文科学,🎵 Música: Historia y Teoría,🎵,9,エキスパート,Neurociencia de la Música,Por qué la música nos emociona,500,
人文科学,🎵 Música: Historia y Teoría,🎵,10,エキスパート,IA y Composición Musical,"Algoritmos creativos, futuro sonoro",500,💎 ダイヤモンドバッジ
自然,🌋 Volcanes y Terremotos,🌋,1,探検家,La Tierra por Dentro,"Capas, núcleo, manto, corteza",100,
自然,🌋 Volcanes y Terremotos,🌋,2,探検家,Tectónica de Placas,"Placas en movimiento, pangea",100,
自然,🌋 Volcanes y Terremotos,🌋,3,探検家,Volcanes: Tipos y Erupciones,"Escudo, estrato, fisurales",100,🥉 ブロンズバッジ
自然,🌋 Volcanes y Terremotos,🌋,4,見習い,Grandes Erupciones de la Historia,"Pompeya, Krakatoa, Pinatubo",200,
自然,🌋 Volcanes y Terremotos,🌋,5,見習い,Terremotos y Tsunamis,"Escalas, ondas sísmicas, prevención",200,
自然,🌋 Volcanes y Terremotos,🌋,6,見習い,El Cinturón de Fuego,"Pacífico, zonas sísmicas activas",200,🥈 シルバーバッジ
自然,🌋 Volcanes y Terremotos,🌋,7,鑑定家,Geotermia y Recursos,"Energía volcánica, minerales",350,
自然,🌋 Volcanes y Terremotos,🌋,8,鑑定家,Supervolcanes,"Yellowstone, Toba, amenazas globales",350,🥇 ゴールドバッジ
自然,🌋 Volcanes y Terremotos,🌋,9,エキスパート,Predicción Sísmica,"Tecnología, IA, sistemas de alerta",500,
自然,🌋 Volcanes y Terremotos,🌋,10,エキスパート,Geología Planetaria,"Volcanes en Marte, Ío, Venus",500,💎 ダイヤモンドバッジ
技術,🔐 Criptografía y Ciberseguridad,🔐,1,探検家,Historia de los Códigos Secretos,"César, Enigma, espionaje",100,
技術,🔐 Criptografía y Ciberseguridad,🔐,2,探検家,Criptografía Moderna,"RSA, AES, claves públicas",100,
技術,🔐 Criptografía y Ciberseguridad,🔐,3,探検家,Internet y Seguridad Básica,"HTTPS, contraseñas, phishing",100,🥉 ブロンズバッジ
技術,🔐 Criptografía y Ciberseguridad,🔐,4,見習い,Hackers: Mitos y Realidad,"White/black hat, ciberataques famosos",200,
技術,🔐 Criptografía y Ciberseguridad,🔐,5,見習い,Malware y Ransomware,"Virus, troyanos, protección",200,
技術,🔐 Criptografía y Ciberseguridad,🔐,6,見習い,Ingeniería Social,"Manipulación, pretexting, defensa",200,🥈 シルバーバッジ
技術,🔐 Criptografía y Ciberseguridad,🔐,7,鑑定家,Blockchain y Seguridad,"Descentralización, contratos inteligentes",350,
技術,🔐 Criptografía y Ciberseguridad,🔐,8,鑑定家,Ciberguerra Estatal,"Stuxnet, espionaje digital, naciones",350,🥇 ゴールドバッジ
技術,🔐 Criptografía y Ciberseguridad,🔐,9,エキスパート,Criptografía Cuántica,Computación cuántica vs cifrado actual,500,
技術,🔐 Criptografía y Ciberseguridad,🔐,10,エキスパート,Privacidad Digital Total,"Anonimato, Tor, futuro de la privacidad",500,💎 ダイヤモンドバッジ
健康,🏥 Medicina y Cuerpo Humano,🏥,1,探検家,Anatomía Básica,"Sistemas del cuerpo, órganos vitales",100,
健康,🏥 Medicina y Cuerpo Humano,🏥,2,探検家,El Sistema Inmunológico,"Defensas, anticuerpos, vacunas",100,
健康,🏥 Medicina y Cuerpo Humano,🏥,3,探検家,Historia de la Medicina,"Hipócrates, penicilina, cirugía",100,🥉 ブロンズバッジ
健康,🏥 Medicina y Cuerpo Humano,🏥,4,見習い,Pandemias de la Historia,"Peste negra, gripe española, COVID",200,
健康,🏥 Medicina y Cuerpo Humano,🏥,5,見習い,Cáncer: Batalla Interna,"Tipos, causas, tratamientos",200,
健康,🏥 Medicina y Cuerpo Humano,🏥,6,見習い,Farmacología Básica,Cómo funcionan los medicamentos,200,🥈 シルバーバッジ
健康,🏥 Medicina y Cuerpo Humano,🏥,7,鑑定家,Cirugía Robótica,"Da Vinci, precisión, futuro quirúrgico",350,
健康,🏥 Medicina y Cuerpo Humano,🏥,8,鑑定家,Terapias Génicas,Editar ADN para curar enfermedades,350,🥇 ゴールドバッジ
健康,🏥 Medicina y Cuerpo Humano,🏥,9,エキスパート,Neurociencia Médica,"Implantes cerebrales, neuroestimulación",500,
健康,🏥 Medicina y Cuerpo Humano,🏥,10,エキスパート,Longevidad y Anti-aging,"Telómeros, senoterapia, vivir más",500,💎 ダイヤモンドバッジ
人文科学,⚡ Mitología Universal,⚡,1,探検家,Mitología Griega,"Zeus, Odisea, héroes y monstruos",100,
人文科学,⚡ Mitología Universal,⚡,2,探検家,Mitología Nórdica,"Odín, Thor, Ragnarök",100,
人文科学,⚡ Mitología Universal,⚡,3,探検家,Mitología Egipcia,"Ra, Osiris, el más allá",100,🥉 ブロンズバッジ
人文科学,⚡ Mitología Universal,⚡,4,見習い,Mitología Romana,"Adaptación griega, fundación de Roma",200,
人文科学,⚡ Mitología Universal,⚡,5,見習い,Mitología Mesopotámica,"Gilgamesh, diluvio, creación",200,
人文科学,⚡ Mitología Universal,⚡,6,見習い,Mitología Celta y Artúrica,"Druidas, Avalon, Excalibur",200,🥈 シルバーバッジ
人文科学,⚡ Mitología Universal,⚡,7,鑑定家,Mitología Asiática,"Hinduismo, budismo, dragones chinos",350,
人文科学,⚡ Mitología Universal,⚡,8,鑑定家,Mitología Mesoamericana,"Quetzalcóatl, Popol Vuh, cosmos maya",350,🥇 ゴールドバッジ
人文科学,⚡ Mitología Universal,⚡,9,エキスパート,Arquetipos y Jung,"Inconsciente colectivo, el héroe",500,
人文科学,⚡ Mitología Universal,⚡,10,エキスパート,Mitos Modernos,"Superhéroes, Star Wars, nuevas mitologías",500,💎 ダイヤモンドバッジ
技術,🦾 Robótica e Ingeniería,🦾,1,探検家,Historia de los Autómatas,"Da Vinci, relojería, primeros robots",100,
技術,🦾 Robótica e Ingeniería,🦾,2,探検家,Mecánica Básica de Robots,"Sensores, actuadores, control",100,
技術,🦾 Robótica e Ingeniería,🦾,3,探検家,Robots en la Industria,"Manufactura, logística, automatización",100,🥉 ブロンズバッジ
技術,🦾 Robótica e Ingeniería,🦾,4,見習い,Drones y Vehículos Autónomos,"Coches sin conductor, delivery",200,
技術,🦾 Robótica e Ingeniería,🦾,5,見習い,Robots Humanoides,"Boston Dynamics, Atlas, Sophia",200,
技術,🦾 Robótica e Ingeniería,🦾,6,見習い,Biomimética,Robots inspirados en la naturaleza,200,🥈 シルバーバッジ
技術,🦾 Robótica e Ingeniería,🦾,7,鑑定家,Prótesis y Exoesqueletos,"Bionics, manos robóticas, movilidad",350,
技術,🦾 Robótica e Ingeniería,🦾,8,鑑定家,Robótica Espacial,"Rovers, ISS, reparaciones en órbita",350,🥇 ゴールドバッジ
技術,🦾 Robótica e Ingeniería,🦾,9,エキスパート,Nanorobots,"Medicina microscópica, ensamblaje molecular",500,
技術,🦾 Robótica e Ingeniería,🦾,10,エキスパート,Robots Conscientes,"IA embodied, derechos de robots, ética",500,💎 ダイヤモンドバッジ
歴史,⚔️ Guerras Mundiales,⚔️,1,探検家,Causas de la Gran Guerra,"Alianzas, imperialismo, Sarajevo",100,
歴史,⚔️ Guerras Mundiales,⚔️,2,探検家,Trincheras: WWI,"Guerra de desgaste, gas, Somme",100,
歴史,⚔️ Guerras Mundiales,⚔️,3,探検家,El Tratado de Versalles,"Consecuencias, humillación, semillas",100,🥉 ブロンズバッジ
歴史,⚔️ Guerras Mundiales,⚔️,4,見習い,Ascenso del Nazismo,"Hitler, propaganda, Tercer Reich",200,
歴史,⚔️ Guerras Mundiales,⚔️,5,見習い,Batallas Decisivas WWII,"Stalingrado, Midway, Normandía",200,
歴史,⚔️ Guerras Mundiales,⚔️,6,見習い,El Holocausto,"Genocidio, campos, memoria",200,🥈 シルバーバッジ
