Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
Sociedade,🧩 Psicología Humana,🧩,10,Especialista,Manipulación y Persuasión,"Técnicas, propaganda, defensa crítica",500,💎 Insígnia de Diamante
Ciência,⚛️ Física Fundamental,⚛️,1,Explorador,Las Leyes de Newton,"Movimiento, fuerza, gravedad",100,
Ciência,⚛️ Física Fundamental,⚛️,2,Explorador,Energía y Termodinámica,"Conservación, calor, entropía",100,
Ciência,⚛️ Física Fundamental,⚛️,3,Explorador,Ondas y Sonido,"Vibraciones, frecuencia, música",100,🥉 Insígnia de Bronze
Ciência,⚛️ Física Fundamental,⚛️,4,Aprendiz,Electricidad y Magnetismo,"Campos, corriente, Maxwell",200,
Ciência,⚛️ Física Fundamental,⚛️,5,Aprendiz,Relatividad de Einstein,"Espacio-tiempo, E=mc²",200,
Ciência,⚛️ Física Fundamental,⚛️,6,Aprendiz,Física Nuclear,"Átomos, radiactividad, fisión",200,🥈 Insígnia de Prata
Ciência,⚛️ Física Fundamental,⚛️,7,Conhecedor,Mecánica Cuántica,"Dualidad onda-partícula, incertidumbre",350,
Ciência,⚛️ Física Fundamental,⚛️,8,Conhecedor,Partículas Subatómicas,"Quarks, bosón de Higgs, modelo estándar",350,🥇 Insígnia de Ouro
Ciência,⚛️ Física Fundamental,⚛️,9,Especialista,Teoría de Cuerdas,"Dimensiones extra, unificación",500,
Ciência,⚛️ Física Fundamental,⚛️,10,Especialista,Los Misterios Sin Resolver,"Gravedad cuántica, multiverso",500,💎 Insígnia de Diamante
Humanidades,💭 Filosofía,💭,1,Explorador,Sócrates y el Arte de Preguntar,"Método socrático, mayéutica",100,
Humanidades,💭 Filosofía,💭,2,Explorador,Platón y las Ideas,"Mundo ideal, alegoría de la caverna",100,
Humanidades,💭 Filosofía,💭,3,Explorador,Aristóteles: Lógica y Ética,"Silogismo, virtud, eudaimonía",100,🥉 Insígnia de Bronze
Humanidades,💭 Filosofía,💭,4,Aprendiz,Filosofía Medieval,"San Agustín, Santo Tomás, fe y razón",200,
Humanidades,💭 Filosofía,💭,5,Aprendiz,Racionalismo vs Empirismo,"Descartes, Hume, conocimiento",200,
Humanidades,💭 Filosofía,💭,6,Aprendiz,Kant y la Ilustración,"Imperativo categórico, crítica",200,🥈 Insígnia de Prata
Humanidades,💭 Filosofía,💭,7,Conhecedor,Existencialismo,"Nietzsche, Sartre, libertad radical",350,
Humanidades,💭 Filosofía,💭,8,Conhecedor,Filosofía Oriental,"Confucio, Buda, Lao-Tse",350,🥇 Insígnia de Ouro
Humanidades,💭 Filosofía,💭,9,Especialista,Filosofía del Lenguaje y la Mente,"Wittgenstein, conciencia, IA",500,
Humanidades,💭 Filosofía,💭,10,Especialista,Ética Contemporánea,"Bioética, justicia global, transhumanismo",500,💎 Insígnia de Diamante
Ciência,🧬 Evolución y Genética,🧬,1,Explorador,Darwin y la Selección Natural,"Teoría de la evolución, Galápagos",100,
Ciência,🧬 Evolución y Genética,🧬,2,Explorador,ADN: El Código de la Vida,"Estructura, genes, cromosomas",100,
Ciência,🧬 Evolución y Genética,🧬,3,Explorador,Herencia y Mendel,"Leyes de la herencia, rasgos",100,🥉 Insígnia de Bronze
Ciência,🧬 Evolución y Genética,🧬,4,Aprendiz,Evolución Humana,Australopithecus a Homo sapiens,200,
Ciência,🧬 Evolución y Genética,🧬,5,Aprendiz,Mutaciones y Adaptación,Motor del cambio evolutivo,200,
Ciência,🧬 Evolución y Genética,🧬,6,Aprendiz,Extinción y Especiación,"Extinciones masivas, nueva vida",200,🥈 Insígnia de Prata
Ciência,🧬 Evolución y Genética,🧬,7,Conhecedor,Genómica y Proteómica,"Proyecto Genoma, secuenciación",350,
Ciência,🧬 Evolución y Genética,🧬,8,Conhecedor,Epigenética,Genes que se encienden y apagan,350,🥇 Insígnia de Ouro
Ciência,🧬 Evolución y Genética,🧬,9,Especialista,CRISPR y Edición Genética,"Terapia génica, bebés diseñados",500,
Ciência,🧬 Evolución y Genética,🧬,10,Especialista,Biología Sintética,"Crear vida artificial, futuro genético",500,💎 Insígnia de Diamante
Sociedade,🌍 Geopolítica Mundial,🌍,1,Explorador,¿Qué es la Geopolítica?,"Conceptos, poder, territorios",100,
Sociedade,🌍 Geopolítica Mundial,🌍,2,Explorador,Las Grandes Potencias,"EE.UU., China, Rusia, UE",100,
Sociedade,🌍 Geopolítica Mundial,🌍,3,Explorador,Conflictos Territoriales,"Fronteras disputadas, recursos",100,🥉 Insígnia de Bronze
Sociedade,🌍 Geopolítica Mundial,🌍,4,Aprendiz,La Guerra Fría,"Bipolaridad, proxy wars, caída del muro",200,
Sociedade,🌍 Geopolítica Mundial,🌍,5,Aprendiz,Oriente Medio,"Petróleo, religión, conflictos",200,
Sociedade,🌍 Geopolítica Mundial,🌍,6,Aprendiz,El Ascenso de China,"Ruta de la Seda, influencia global",200,🥈 Insígnia de Prata
Sociedade,🌍 Geopolítica Mundial,🌍,7,Conhecedor,Organizaciones Internacionales,"ONU, OTAN, G20, poder blando",350,
Sociedade,🌍 Geopolítica Mundial,🌍,8,Conhecedor,Ciberguerra y Espionaje,"Guerra híbrida, desinformación",350,🥇 Insígnia de Ouro
Sociedade,🌍 Geopolítica Mundial,🌍,9,Especialista,Recursos y Guerras del Futuro,"Agua, litio, tierras raras",500,
Sociedade,🌍 Geopolítica Mundial,🌍,10,Especialista,Nuevo Orden Mundial,"Multipolaridad, escenarios 2050",500,💎 Insígnia de Diamante
Humanidades,🎨 Arte y Grandes Maestros,🎨,1,Explorador,Arte Prehistórico y Antiguo,"Altamira, Egipto, Grecia",100,
Humanidades,🎨 Arte y Grandes Maestros,🎨,2,Explorador,El Renacimiento,"Da Vinci, Miguel Ángel, Botticelli",100,
Humanidades,🎨 Arte y Grandes Maestros,🎨,3,Explorador,Barroco y Clasicismo,"Caravaggio, Velázquez, Rembrandt",100,🥉 Insígnia de Bronze
Humanidades,🎨 Arte y Grandes Maestros,🎨,4,Aprendiz,Impresionismo,"Monet, Renoir, luz y color",200,
Humanidades,🎨 Arte y Grandes Maestros,🎨,5,Aprendiz,Vanguardias del Siglo XX,"Picasso, Dalí, Kandinsky",200,
Humanidades,🎨 Arte y Grandes Maestros,🎨,6,Aprendiz,Arte Contemporáneo,"Pop Art, minimalismo, Banksy",200,🥈 Insígnia de Prata
Humanidades,🎨 Arte y Grandes Maestros,🎨,7,Conhecedor,Fotografía como Arte,"Historia, maestros, revolución digital",350,
Humanidades,🎨 Arte y Grandes Maestros,🎨,8,Conhecedor,Grandes Museos del Mundo,"Louvre, MoMA, Prado, Hermitage",350,🥇 Insígnia de Ouro
Humanidades,🎨 Arte y Grandes Maestros,🎨,9,Especialista,El Mercado del Arte,"Subastas, falsificaciones, inversión",500,
Humanidades,🎨 Arte y Grandes Maestros,🎨,10,Especialista,Arte y Tecnología: IA Creativa,"Arte generativo, NFTs, debate",500,💎 Insígnia de Diamante
Natureza,🌡️ Cambio Climático,🌡️,1,Explorador,El Efecto Invernadero,"CO₂, gases, calentamiento",100,
Natureza,🌡️ Cambio Climático,🌡️,2,Explorador,História del Clima en la Tierra,"Eras glaciales, ciclos naturales",100,
Natureza,🌡️ Cambio Climático,🌡️,3,Explorador,Impacto Humano,"Industria, transporte, deforestación",100,🥉 Insígnia de Bronze
Natureza,🌡️ Cambio Climático,🌡️,4,Aprendiz,Deshielo y Nivel del Mar,"Polos, glaciares, ciudades en riesgo",200,
Natureza,🌡️ Cambio Climático,🌡️,5,Aprendiz,Fenómenos Extremos,"Huracanes, sequías, olas de calor",200,
Natureza,🌡️ Cambio Climático,🌡️,6,Aprendiz,Biodiversidad Amenazada,"Sexta extinción, ecosistemas en peligro",200,🥈 Insígnia de Prata
Natureza,🌡️ Cambio Climático,🌡️,7,Conhecedor,Energías Renovables,"Solar, eólica, hidrógeno verde",350,
Natureza,🌡️ Cambio Climático,🌡️,8,Conhecedor,Acuerdos y Política Climática,"París, COP, compromisos nacionales",350,🥇 Insígnia de Ouro
Natureza,🌡️ Cambio Climático,🌡️,9,Especialista,Geoingeniería,"Soluciones radicales, riesgos",500,
Natureza,🌡️ Cambio Climático,🌡️,10,Especialista,Escenarios 2050-2100,"Modelos climáticos, futuros posibles",500,💎 Insígnia de Diamante
História,🧭 Exploración y Aventura,🧭,1,Explorador,Los Grandes Navegantes,"Colón, Magallanes, Vasco de Gama",100,
História,🧭 Exploración y Aventura,🧭,2,Explorador,Conquista de los Polos,"Amundsen, Scott, Shackleton",100,
História,🧭 Exploración y Aventura,🧭,3,Explorador,Exploradores del Mundo Antiguo,"Marco Polo, Ibn Battuta, Zheng He",100,🥉 Insígnia de Bronze
História,🧭 Exploración y Aventura,🧭,4,Aprendiz,La Carrera Espacial,"Gagarin, Apollo 11, MIR",200,
História,🧭 Exploración y Aventura,🧭,5,Aprendiz,Expediciones Submarinas,"Cousteau, Mariana, océanos profundos",200,
História,🧭 Exploración y Aventura,🧭,6,Aprendiz,Exploración de Selvas y Desiertos,"Amazonia, Sahara, expediciones perdidas",200,🥈 Insígnia de Prata
História,🧭 Exploración y Aventura,🧭,7,Conhecedor,Montañismo Extremo,"Everest, K2, historia alpina",350,
História,🧭 Exploración y Aventura,🧭,8,Conhecedor,Arqueología Aventurera,"Tutankamón, Machu Picchu, Pompeya",350,🥇 Insígnia de Ouro
História,🧭 Exploración y Aventura,🧭,9,Especialista,Exploración Robótica,"Marte, drones submarinos, cuevas",500,
História,🧭 Exploración y Aventura,🧭,10,Especialista,Próximas Fronteras,"Colonización espacial, océano profundo",500,💎 Insígnia de Diamante
Saúde,🥗 Nutrición y Alimentación,🥗,1,Explorador,Macronutrientes,"Proteínas, carbohidratos, grasas",100,
Saúde,🥗 Nutrición y Alimentación,🥗,2,Explorador,Vitaminas y Minerales,Micronutrientes esenciales,100,
Saúde,🥗 Nutrición y Alimentación,🥗,3,Explorador,Digestión y Metabolismo,Cómo tu cuerpo procesa los alimentos,100,🥉 Insígnia de Bronze
Saúde,🥗 Nutrición y Alimentación,🥗,4,Aprendiz,Dietas del Mundo,"Mediterránea, asiática, nórdica",200,
Saúde,🥗 Nutrición y Alimentación,🥗,5,Aprendiz,Mitos Nutricionales,Desmentir creencias falsas,200,
Saúde,🥗 Nutrición y Alimentación,🥗,6,Aprendiz,Microbioma Intestinal,"Bacterias buenas, segundo cerebro",200,🥈 Insígnia de Prata
Saúde,🥗 Nutrición y Alimentación,🥗,7,Conhecedor,Nutrición Deportiva,"Rendimiento, suplementos, recuperación",350,
Saúde,🥗 Nutrición y Alimentación,🥗,8,Conhecedor,Alimentos del Futuro,"Insectos, carne de laboratorio, algas",350,🥇 Insígnia de Ouro
Saúde,🥗 Nutrición y Alimentación,🥗,9,Especialista,Nutrigenómica,ADN y alimentación personalizada,500,
Saúde,🥗 Nutrición y Alimentación,🥗,10,Especialista,Hambre Global y Sostenibilidad,"Seguridad alimentaria, soluciones",500,💎 Insígnia de Diamante
Humanidades,🎵 Música: Historia y Teoría,🎵,1,Explorador,Los Orígenes de la Música,"Instrumentos prehistóricos, primeras melodías",100,
Humanidades,🎵 Música: Historia y Teoría,🎵,2,Explorador,Música Clásica: Los Grandes,"Bach, Mozart, Beethoven",100,
Humanidades,🎵 Música: Historia y Teoría,🎵,3,Explorador,"Ritmo, Melodía y Armonía",Fundamentos de la teoría musical,100,🥉 Insígnia de Bronze
Humanidades,🎵 Música: Historia y Teoría,🎵,4,Aprendiz,Jazz y Blues,"Nueva Orleans, improvisación, soul",200,
Humanidades,🎵 Música: Historia y Teoría,🎵,5,Aprendiz,Rock and Roll,"Elvis, Beatles, revolución cultural",200,
Humanidades,🎵 Música: Historia y Teoría,🎵,6,Aprendiz,Música Electrónica,"Sintetizadores, DJs, géneros",200,🥈 Insígnia de Prata
Humanidades,🎵 Música: Historia y Teoría,🎵,7,Conhecedor,Música del Mundo,"Flamenco, raga, samba, gamelan",350,
Humanidades,🎵 Música: Historia y Teoría,🎵,8,Conhecedor,La Industria Musical,"Discográficas, streaming, negocio",350,🥇 Insígnia de Ouro
Humanidades,🎵 Música: Historia y Teoría,🎵,9,Especialista,Neurociencia de la Música,Por qué la música nos emociona,500,
Humanidades,🎵 Música: Historia y Teoría,🎵,10,Especialista,IA y Composición Musical,"Algoritmos creativos, futuro sonoro",500,💎 Insígnia de Diamante
Natureza,🌋 Volcanes y Terremotos,🌋,1,Explorador,La Tierra por Dentro,"Capas, núcleo, manto, corteza",100,
Natureza,🌋 Volcanes y Terremotos,🌋,2,Explorador,Tectónica de Placas,"Placas en movimiento, pangea",100,
Natureza,🌋 Volcanes y Terremotos,🌋,3,Explorador,Volcanes: Tipos y Erupciones,"Escudo, estrato, fisurales",100,🥉 Insígnia de Bronze
Natureza,🌋 Volcanes y Terremotos,🌋,4,Aprendiz,Grandes Erupciones de la Historia,"Pompeya, Krakatoa, Pinatubo",200,
Natureza,🌋 Volcanes y Terremotos,🌋,5,Aprendiz,Terremotos y Tsunamis,"Escalas, ondas sísmicas, prevención",200,
Natureza,🌋 Volcanes y Terremotos,🌋,6,Aprendiz,El Cinturón de Fuego,"Pacífico, zonas sísmicas activas",200,🥈 Insígnia de Prata
Natureza,🌋 Volcanes y Terremotos,🌋,7,Conhecedor,Geotermia y Recursos,"Energía volcánica, minerales",350,
Natureza,🌋 Volcanes y Terremotos,🌋,8,Conhecedor,Supervolcanes,"Yellowstone, Toba, amenazas globales",350,🥇 Insígnia de Ouro
Natureza,🌋 Volcanes y Terremotos,🌋,9,Especialista,Predicción Sísmica,"Tecnología, IA, sistemas de alerta",500,
Natureza,🌋 Volcanes y Terremotos,🌋,10,Especialista,Geología Planetaria,"Volcanes en Marte, Ío, Venus",500,💎 Insígnia de Diamante
Tecnologia,🔐 Criptografía y Ciberseguridad,🔐,1,Explorador,História de los Códigos Secretos,"César, Enigma, espionaje",100,
Tecnologia,🔐 Criptografía y Ciberseguridad,🔐,2,Explorador,Criptografía Moderna,"RSA, AES, claves públicas",100,
Tecnologia,🔐 Criptografía y Ciberseguridad,🔐,3,Explorador,Internet y Seguridad Básica,"HTTPS, contraseñas, phishing",100,🥉 Insígnia de Bronze
Tecnologia,🔐 Criptografía y Ciberseguridad,🔐,4,Aprendiz,Hackers: Mitos y Realidad,"White/black hat, ciberataques famosos",200,
Tecnologia,🔐 Criptografía y Ciberseguridad,🔐,5,Aprendiz,Malware y Ransomware,"Virus, troyanos, protección",200,
Tecnologia,🔐 Criptografía y Ciberseguridad,🔐,6,Aprendiz,Ingeniería Social,"Manipulación, pretexting, defensa",200,🥈 Insígnia de Prata
Tecnologia,🔐 Criptografía y Ciberseguridad,🔐,7,Conhecedor,Blockchain y Seguridad,"Descentralización, contratos inteligentes",350,
Tecnologia,🔐 Criptografía y Ciberseguridad,🔐,8,Conhecedor,Ciberguerra Estatal,"Stuxnet, espionaje digital, naciones",350,🥇 Insígnia de Ouro
Tecnologia,🔐 Criptografía y Ciberseguridad,🔐,9,Especialista,Criptografía Cuántica,Computación cuántica vs cifrado actual,500,
Tecnologia,🔐 Criptografía y Ciberseguridad,🔐,10,Especialista,Privacidad Digital Total,"Anonimato, Tor, futuro de la privacidad",500,💎 Insígnia de Diamante
Saúde,🏥 Medicina y Cuerpo Humano,🏥,1,Explorador,Anatomía Básica,"Sistemas del cuerpo, órganos vitales",100,
Saúde,🏥 Medicina y Cuerpo Humano,🏥,2,Explorador,El Sistema Inmunológico,"Defensas, anticuerpos, vacunas",100,
Saúde,🏥 Medicina y Cuerpo Humano,🏥,3,Explorador,História de la Medicina,"Hipócrates, penicilina, cirugía",100,🥉 Insígnia de Bronze
Saúde,🏥 Medicina y Cuerpo Humano,🏥,4,Aprendiz,Pandemias de la Historia,"Peste negra, gripe española, COVID",200,
Saúde,🏥 Medicina y Cuerpo Humano,🏥,5,Aprendiz,Cáncer: Batalla Interna,"Tipos, causas, tratamientos",200,
Saúde,🏥 Medicina y Cuerpo Humano,🏥,6,Aprendiz,Farmacología Básica,Cómo funcionan los medicamentos,200,🥈 Insígnia de Prata
Saúde,🏥 Medicina y Cuerpo Humano,🏥,7,Conhecedor,Cirugía Robótica,"Da Vinci, precisión, futuro quirúrgico",350,
Saúde,🏥 Medicina y Cuerpo Humano,🏥,8,Conhecedor,Terapias Génicas,Editar ADN para curar enfermedades,350,🥇 Insígnia de Ouro
Saúde,🏥 Medicina y Cuerpo Humano,🏥,9,Especialista,Neurociencia Médica,"Implantes cerebrales, neuroestimulación",500,
Saúde,🏥 Medicina y Cuerpo Humano,🏥,10,Especialista,Longevidad y Anti-aging,"Telómeros, senoterapia, vivir más",500,💎 Insígnia de Diamante
Humanidades,⚡ Mitología Universal,⚡,1,Explorador,Mitología Griega,"Zeus, Odisea, héroes y monstruos",100,
Humanidades,⚡ Mitología Universal,⚡,2,Explorador,Mitología Nórdica,"Odín, Thor, Ragnarök",100,
Humanidades,⚡ Mitología Universal,⚡,3,Explorador,Mitología Egipcia,"Ra, Osiris, el más allá",100,🥉 Insígnia de Bronze
Humanidades,⚡ Mitología Universal,⚡,4,Aprendiz,Mitología Romana,"Adaptación griega, fundación de Roma",200,
Humanidades,⚡ Mitología Universal,⚡,5,Aprendiz,Mitología Mesopotámica,"Gilgamesh, diluvio, creación",200,
Humanidades,⚡ Mitología Universal,⚡,6,Aprendiz,Mitología Celta y Artúrica,"Druidas, Avalon, Excalibur",200,🥈 Insígnia de Prata
Humanidades,⚡ Mitología Universal,⚡,7,Conhecedor,Mitología Asiática,"Hinduismo, budismo, dragones chinos",350,
Humanidades,⚡ Mitología Universal,⚡,8,Conhecedor,Mitología Mesoamericana,"Quetzalcóatl, Popol Vuh, cosmos maya",350,🥇 Insígnia de Ouro
Humanidades,⚡ Mitología Universal,⚡,9,Especialista,Arquetipos y Jung,"Inconsciente colectivo, el héroe",500,
Humanidades,⚡ Mitología Universal,⚡,10,Especialista,Mitos Modernos,"Superhéroes, Star Wars, nuevas mitologías",500,💎 Insígnia de Diamante
Tecnologia,🦾 Robótica e Ingeniería,🦾,1,Explorador,História de los Autómatas,"Da Vinci, relojería, primeros robots",100,
Tecnologia,🦾 Robótica e Ingeniería,🦾,2,Explorador,Mecánica Básica de Robots,"Sensores, actuadores, control",100,
Tecnologia,🦾 Robótica e Ingeniería,🦾,3,Explorador,Robots en la Industria,"Manufactura, logística, automatización",100,🥉 Insígnia de Bronze
Tecnologia,🦾 Robótica e Ingeniería,🦾,4,Aprendiz,Drones y Vehículos Autónomos,"Coches sin conductor, delivery",200,
Tecnologia,🦾 Robótica e Ingeniería,🦾,5,Aprendiz,Robots Humanoides,"Boston Dynamics, Atlas, Sophia",200,
Tecnologia,🦾 Robótica e Ingeniería,🦾,6,Aprendiz,Biomimética,Robots inspirados en la naturaleza,200,🥈 Insígnia de Prata
