Category,Subject,Icon,Episode No,Level,Episode Title,Description,Base XP,Badge
Nature,🐋 Biología Marina,🐋,4,Apprenti,El Abismo: Vida en las Profundidades,"Criaturas abisales, bioluminiscencia",200,
Nature,🐋 Biología Marina,🐋,5,Apprenti,Tiburones: Depredadores del Mar,"Especies, mitos y realidades",200,
Nature,🐋 Biología Marina,🐋,6,Apprenti,Migraciones Oceánicas,"Rutas, instintos, supervivencia",200,🥈 Badge d'Argent
Nature,🐋 Biología Marina,🐋,7,Connaisseur,Contaminación Marina,"Plásticos, acidificación, soluciones",350,
Nature,🐋 Biología Marina,🐋,8,Connaisseur,Oceanografía y Clima,El océano como regulador climático,350,🥇 Badge d'Or
Nature,🐋 Biología Marina,🐋,9,Expert,Biología Molecular Marina,Genética de organismos marinos,500,
Nature,🐋 Biología Marina,🐋,10,Expert,El Océano del Futuro,"Conservación, explotación sostenible",500,💎 Badge de Diamant
Société,🧩 Psicología Humana,🧩,1,Explorateur,Introducción a la Psicología,"Corrientes, Freud, conductismo",100,
Société,🧩 Psicología Humana,🧩,2,Explorateur,Personalidad y Temperamento,"Big Five, tipos psicológicos",100,
Société,🧩 Psicología Humana,🧩,3,Explorateur,Percepción y Atención,"Ilusiones, sesgos perceptivos",100,🥉 Badge de Bronze
Société,🧩 Psicología Humana,🧩,4,Apprenti,Psicología Social,"Conformidad, obediencia, grupos",200,
Société,🧩 Psicología Humana,🧩,5,Apprenti,Motivación y Hábitos,"Ciclos de hábitos, motivación intrínseca",200,
Société,🧩 Psicología Humana,🧩,6,Apprenti,Toma de Decisiones,"Heurísticas, sesgos cognitivos",200,🥈 Badge d'Argent
Société,🧩 Psicología Humana,🧩,7,Connaisseur,Psicología del Desarrollo,"Infancia a vejez, etapas clave",350,
Société,🧩 Psicología Humana,🧩,8,Connaisseur,Trastornos Mentales,"Ansiedad, depresión, esquizofrenia",350,🥇 Badge d'Or
Société,🧩 Psicología Humana,🧩,9,Expert,Psicología Positiva,"Flow, resiliencia, bienestar",500,
Société,🧩 Psicología Humana,🧩,10,Expert,Manipulación y Persuasión,"Técnicas, propaganda, defensa crítica",500,💎 Badge de Diamant
Science,⚛️ Física Fundamental,⚛️,1,Explorateur,Las Leyes de Newton,"Movimiento, fuerza, gravedad",100,
Science,⚛️ Física Fundamental,⚛️,2,Explorateur,Energía y Termodinámica,"Conservación, calor, entropía",100,
Science,⚛️ Física Fundamental,⚛️,3,Explorateur,Ondas y Sonido,"Vibraciones, frecuencia, música",100,🥉 Badge de Bronze
Science,⚛️ Física Fundamental,⚛️,4,Apprenti,Electricidad y Magnetismo,"Campos, corriente, Maxwell",200,
Science,⚛️ Física Fundamental,⚛️,5,Apprenti,Relatividad de Einstein,"Espacio-tiempo, E=mc²",200,
Science,⚛️ Física Fundamental,⚛️,6,Apprenti,Física Nuclear,"Átomos, radiactividad, fisión",200,🥈 Badge d'Argent
Science,⚛️ Física Fundamental,⚛️,7,Connaisseur,Mecánica Cuántica,"Dualidad onda-partícula, incertidumbre",350,
Science,⚛️ Física Fundamental,⚛️,8,Connaisseur,Partículas Subatómicas,"Quarks, bosón de Higgs, modelo estándar",350,🥇 Badge d'Or
Science,⚛️ Física Fundamental,⚛️,9,Expert,Teoría de Cuerdas,"Dimensiones extra, unificación",500,
Science,⚛️ Física Fundamental,⚛️,10,Expert,Los Misterios Sin Resolver,"Gravedad cuántica, multiverso",500,💎 Badge de Diamant
Humanités,💭 Filosofía,💭,1,Explorateur,Sócrates y el Arte de Preguntar,"Método socrático, mayéutica",100,
Humanités,💭 Filosofía,💭,2,Explorateur,Platón y las Ideas,"Mundo ideal, alegoría de la caverna",100,
Humanités,💭 Filosofía,💭,3,Explorateur,Aristóteles: Lógica y Ética,"Silogismo, virtud, eudaimonía",100,🥉 Badge de Bronze
Humanités,💭 Filosofía,💭,4,Apprenti,Filosofía Medieval,"San Agustín, Santo Tomás, fe y razón",200,
Humanités,💭 Filosofía,💭,5,Apprenti,Racionalismo vs Empirismo,"Descartes, Hume, conocimiento",200,
Humanités,💭 Filosofía,💭,6,Apprenti,Kant y la Ilustración,"Imperativo categórico, crítica",200,🥈 Badge d'Argent
Humanités,💭 Filosofía,💭,7,Connaisseur,Existencialismo,"Nietzsche, Sartre, libertad radical",350,
Humanités,💭 Filosofía,💭,8,Connaisseur,Filosofía Oriental,"Confucio, Buda, Lao-Tse",350,🥇 Badge d'Or
Humanités,💭 Filosofía,💭,9,Expert,Filosofía del Lenguaje y la Mente,"Wittgenstein, conciencia, IA",500,
Humanités,💭 Filosofía,💭,10,Expert,Ética Contemporánea,"Bioética, justicia global, transhumanismo",500,💎 Badge de Diamant
Science,🧬 Evolución y Genética,🧬,1,Explorateur,Darwin y la Selección Natural,"Teoría de la evolución, Galápagos",100,
Science,🧬 Evolución y Genética,🧬,2,Explorateur,ADN: El Código de la Vida,"Estructura, genes, cromosomas",100,
Science,🧬 Evolución y Genética,🧬,3,Explorateur,Herencia y Mendel,"Leyes de la herencia, rasgos",100,🥉 Badge de Bronze
Science,🧬 Evolución y Genética,🧬,4,Apprenti,Evolución Humana,Australopithecus a Homo sapiens,200,
Science,🧬 Evolución y Genética,🧬,5,Apprenti,Mutaciones y Adaptación,Motor del cambio evolutivo,200,
Science,🧬 Evolución y Genética,🧬,6,Apprenti,Extinción y Especiación,"Extinciones masivas, nueva vida",200,🥈 Badge d'Argent
Science,🧬 Evolución y Genética,🧬,7,Connaisseur,Genómica y Proteómica,"Proyecto Genoma, secuenciación",350,
Science,🧬 Evolución y Genética,🧬,8,Connaisseur,Epigenética,Genes que se encienden y apagan,350,🥇 Badge d'Or
Science,🧬 Evolución y Genética,🧬,9,Expert,CRISPR y Edición Genética,"Terapia génica, bebés diseñados",500,
Science,🧬 Evolución y Genética,🧬,10,Expert,Biología Sintética,"Crear vida artificial, futuro genético",500,💎 Badge de Diamant
Société,🌍 Geopolítica Mundial,🌍,1,Explorateur,¿Qué es la Geopolítica?,"Conceptos, poder, territorios",100,
Société,🌍 Geopolítica Mundial,🌍,2,Explorateur,Las Grandes Potencias,"EE.UU., China, Rusia, UE",100,
Société,🌍 Geopolítica Mundial,🌍,3,Explorateur,Conflictos Territoriales,"Fronteras disputadas, recursos",100,🥉 Badge de Bronze
Société,🌍 Geopolítica Mundial,🌍,4,Apprenti,La Guerra Fría,"Bipolaridad, proxy wars, caída del muro",200,
Société,🌍 Geopolítica Mundial,🌍,5,Apprenti,Oriente Medio,"Petróleo, religión, conflictos",200,
Société,🌍 Geopolítica Mundial,🌍,6,Apprenti,El Ascenso de China,"Ruta de la Seda, influencia global",200,🥈 Badge d'Argent
Société,🌍 Geopolítica Mundial,🌍,7,Connaisseur,Organizaciones Internacionales,"ONU, OTAN, G20, poder blando",350,
Société,🌍 Geopolítica Mundial,🌍,8,Connaisseur,Ciberguerra y Espionaje,"Guerra híbrida, desinformación",350,🥇 Badge d'Or
Société,🌍 Geopolítica Mundial,🌍,9,Expert,Recursos y Guerras del Futuro,"Agua, litio, tierras raras",500,
Société,🌍 Geopolítica Mundial,🌍,10,Expert,Nuevo Orden Mundial,"Multipolaridad, escenarios 2050",500,💎 Badge de Diamant
Humanités,🎨 Arte y Grandes Maestros,🎨,1,Explorateur,Arte Prehistórico y Antiguo,"Altamira, Egipto, Grecia",100,
Humanités,🎨 Arte y Grandes Maestros,🎨,2,Explorateur,El Renacimiento,"Da Vinci, Miguel Ángel, Botticelli",100,
Humanités,🎨 Arte y Grandes Maestros,🎨,3,Explorateur,Barroco y Clasicismo,"Caravaggio, Velázquez, Rembrandt",100,🥉 Badge de Bronze
Humanités,🎨 Arte y Grandes Maestros,🎨,4,Apprenti,Impresionismo,"Monet, Renoir, luz y color",200,
Humanités,🎨 Arte y Grandes Maestros,🎨,5,Apprenti,Vanguardias del Siglo XX,"Picasso, Dalí, Kandinsky",200,
Humanités,🎨 Arte y Grandes Maestros,🎨,6,Apprenti,Arte Contemporáneo,"Pop Art, minimalismo, Banksy",200,🥈 Badge d'Argent
Humanités,🎨 Arte y Grandes Maestros,🎨,7,Connaisseur,Fotografía como Arte,"Historia, maestros, revolución digital",350,
Humanités,🎨 Arte y Grandes Maestros,🎨,8,Connaisseur,Grandes Museos del Mundo,"Louvre, MoMA, Prado, Hermitage",350,🥇 Badge d'Or
Humanités,🎨 Arte y Grandes Maestros,🎨,9,Expert,El Mercado del Arte,"Subastas, falsificaciones, inversión",500,
Humanités,🎨 Arte y Grandes Maestros,🎨,10,Expert,Arte y Tecnología: IA Creativa,"Arte generativo, NFTs, debate",500,💎 Badge de Diamant
Nature,🌡️ Cambio Climático,🌡️,1,Explorateur,El Efecto Invernadero,"CO₂, gases, calentamiento",100,
Nature,🌡️ Cambio Climático,🌡️,2,Explorateur,Historia del Clima en la Tierra,"Eras glaciales, ciclos naturales",100,
Nature,🌡️ Cambio Climático,🌡️,3,Explorateur,Impacto Humano,"Industria, transporte, deforestación",100,🥉 Badge de Bronze
Nature,🌡️ Cambio Climático,🌡️,4,Apprenti,Deshielo y Nivel del Mar,"Polos, glaciares, ciudades en riesgo",200,
Nature,🌡️ Cambio Climático,🌡️,5,Apprenti,Fenómenos Extremos,"Huracanes, sequías, olas de calor",200,
Nature,🌡️ Cambio Climático,🌡️,6,Apprenti,Biodiversidad Amenazada,"Sexta extinción, ecosistemas en peligro",200,🥈 Badge d'Argent
Nature,🌡️ Cambio Climático,🌡️,7,Connaisseur,Energías Renovables,"Solar, eólica, hidrógeno verde",350,
Nature,🌡️ Cambio Climático,🌡️,8,Connaisseur,Acuerdos y Política Climática,"París, COP, compromisos nacionales",350,🥇 Badge d'Or
Nature,🌡️ Cambio Climático,🌡️,9,Expert,Geoingeniería,"Soluciones radicales, riesgos",500,
Nature,🌡️ Cambio Climático,🌡️,10,Expert,Escenarios 2050-2100,"Modelos climáticos, futuros posibles",500,💎 Badge de Diamant
Histoire,🧭 Exploración y Aventura,🧭,1,Explorateur,Los Grandes Navegantes,"Colón, Magallanes, Vasco de Gama",100,
Histoire,🧭 Exploración y Aventura,🧭,2,Explorateur,Conquista de los Polos,"Amundsen, Scott, Shackleton",100,
Histoire,🧭 Exploración y Aventura,🧭,3,Explorateur,Exploradores del Mundo Antiguo,"Marco Polo, Ibn Battuta, Zheng He",100,🥉 Badge de Bronze
Histoire,🧭 Exploración y Aventura,🧭,4,Apprenti,La Carrera Espacial,"Gagarin, Apollo 11, MIR",200,
Histoire,🧭 Exploración y Aventura,🧭,5,Apprenti,Expediciones Submarinas,"Cousteau, Mariana, océanos profundos",200,
Histoire,🧭 Exploración y Aventura,🧭,6,Apprenti,Exploración de Selvas y Desiertos,"Amazonia, Sahara, expediciones perdidas",200,🥈 Badge d'Argent
Histoire,🧭 Exploración y Aventura,🧭,7,Connaisseur,Montañismo Extremo,"Everest, K2, historia alpina",350,
Histoire,🧭 Exploración y Aventura,🧭,8,Connaisseur,Arqueología Aventurera,"Tutankamón, Machu Picchu, Pompeya",350,🥇 Badge d'Or
Histoire,🧭 Exploración y Aventura,🧭,9,Expert,Exploración Robótica,"Marte, drones submarinos, cuevas",500,
Histoire,🧭 Exploración y Aventura,🧭,10,Expert,Próximas Fronteras,"Colonización espacial, océano profundo",500,💎 Badge de Diamant
Santé,🥗 Nutrición y Alimentación,🥗,1,Explorateur,Macronutrientes,"Proteínas, carbohidratos, grasas",100,
Santé,🥗 Nutrición y Alimentación,🥗,2,Explorateur,Vitaminas y Minerales,Micronutrientes esenciales,100,
Santé,🥗 Nutrición y Alimentación,🥗,3,Explorateur,Digestión y Metabolismo,Cómo tu cuerpo procesa los alimentos,100,🥉 Badge de Bronze
Santé,🥗 Nutrición y Alimentación,🥗,4,Apprenti,Dietas del Mundo,"Mediterránea, asiática, nórdica",200,
Santé,🥗 Nutrición y Alimentación,🥗,5,Apprenti,Mitos Nutricionales,Desmentir creencias falsas,200,
Santé,🥗 Nutrición y Alimentación,🥗,6,Apprenti,Microbioma Intestinal,"Bacterias buenas, segundo cerebro",200,🥈 Badge d'Argent
Santé,🥗 Nutrición y Alimentación,🥗,7,Connaisseur,Nutrición Deportiva,"Rendimiento, suplementos, recuperación",350,
Santé,🥗 Nutrición y Alimentación,🥗,8,Connaisseur,Alimentos del Futuro,"Insectos, carne de laboratorio, algas",350,🥇 Badge d'Or
Santé,🥗 Nutrición y Alimentación,🥗,9,Expert,Nutrigenómica,ADN y alimentación personalizada,500,
Santé,🥗 Nutrición y Alimentación,🥗,10,Expert,Hambre Global y Sostenibilidad,"Seguridad alimentaria, soluciones",500,💎 Badge de Diamant
Humanités,🎵 Música: Historia y Teoría,🎵,1,Explorateur,Los Orígenes de la Música,"Instrumentos prehistóricos, primeras melodías",100,
Humanités,🎵 Música: Historia y Teoría,🎵,2,Explorateur,Música Clásica: Los Grandes,"Bach, Mozart, Beethoven",100,
Humanités,🎵 Música: Historia y Teoría,🎵,3,Explorateur,"Ritmo, Melodía y Armonía",Fundamentos de la teoría musical,100,🥉 Badge de Bronze
Humanités,🎵 Música: Historia y Teoría,🎵,4,Apprenti,Jazz y Blues,"Nueva Orleans, improvisación, soul",200,
Humanités,🎵 Música: Historia y Teoría,🎵,5,Apprenti,Rock and Roll,"Elvis, Beatles, revolución cultural",200,
Humanités,🎵 Música: Historia y Teoría,🎵,6,Apprenti,Música Electrónica,"Sintetizadores, DJs, géneros",200,🥈 Badge d'Argent
Humanités,🎵 Música: Historia y Teoría,🎵,7,Connaisseur,Música del Mundo,"Flamenco, raga, samba, gamelan",350,
Humanités,🎵 Música: Historia y Teoría,🎵,8,Connaisseur,La Industria Musical,"Discográficas, streaming, negocio",350,🥇 Badge d'Or
Humanités,🎵 Música: Historia y Teoría,🎵,9,Expert,Neurociencia de la Música,Por qué la música nos emociona,500,
Humanités,🎵 Música: Historia y Teoría,🎵,10,Expert,IA y Composición Musical,"Algoritmos creativos, futuro sonoro",500,💎 Badge de Diamant
Nature,🌋 Volcanes y Terremotos,🌋,1,Explorateur,La Tierra por Dentro,"Capas, núcleo, manto, corteza",100,
Nature,🌋 Volcanes y Terremotos,🌋,2,Explorateur,Tectónica de Placas,"Placas en movimiento, pangea",100,
Nature,🌋 Volcanes y Terremotos,🌋,3,Explorateur,Volcanes: Tipos y Erupciones,"Escudo, estrato, fisurales",100,🥉 Badge de Bronze
Nature,🌋 Volcanes y Terremotos,🌋,4,Apprenti,Grandes Erupciones de la Historia,"Pompeya, Krakatoa, Pinatubo",200,
Nature,🌋 Volcanes y Terremotos,🌋,5,Apprenti,Terremotos y Tsunamis,"Escalas, ondas sísmicas, prevención",200,
Nature,🌋 Volcanes y Terremotos,🌋,6,Apprenti,El Cinturón de Fuego,"Pacífico, zonas sísmicas activas",200,🥈 Badge d'Argent
Nature,🌋 Volcanes y Terremotos,🌋,7,Connaisseur,Geotermia y Recursos,"Energía volcánica, minerales",350,
Nature,🌋 Volcanes y Terremotos,🌋,8,Connaisseur,Supervolcanes,"Yellowstone, Toba, amenazas globales",350,🥇 Badge d'Or
Nature,🌋 Volcanes y Terremotos,🌋,9,Expert,Predicción Sísmica,"Tecnología, IA, sistemas de alerta",500,
Nature,🌋 Volcanes y Terremotos,🌋,10,Expert,Geología Planetaria,"Volcanes en Marte, Ío, Venus",500,💎 Badge de Diamant
Technologie,🔐 Criptografía y Ciberseguridad,🔐,1,Explorateur,Historia de los Códigos Secretos,"César, Enigma, espionaje",100,
Technologie,🔐 Criptografía y Ciberseguridad,🔐,2,Explorateur,Criptografía Moderna,"RSA, AES, claves públicas",100,
Technologie,🔐 Criptografía y Ciberseguridad,🔐,3,Explorateur,Internet y Seguridad Básica,"HTTPS, contraseñas, phishing",100,🥉 Badge de Bronze
Technologie,🔐 Criptografía y Ciberseguridad,🔐,4,Apprenti,Hackers: Mitos y Realidad,"White/black hat, ciberataques famosos",200,
Technologie,🔐 Criptografía y Ciberseguridad,🔐,5,Apprenti,Malware y Ransomware,"Virus, troyanos, protección",200,
Technologie,🔐 Criptografía y Ciberseguridad,🔐,6,Apprenti,Ingeniería Social,"Manipulación, pretexting, defensa",200,🥈 Badge d'Argent
Technologie,🔐 Criptografía y Ciberseguridad,🔐,7,Connaisseur,Blockchain y Seguridad,"Descentralización, contratos inteligentes",350,
Technologie,🔐 Criptografía y Ciberseguridad,🔐,8,Connaisseur,Ciberguerra Estatal,"Stuxnet, espionaje digital, naciones",350,🥇 Badge d'Or
Technologie,🔐 Criptografía y Ciberseguridad,🔐,9,Expert,Criptografía Cuántica,Computación cuántica vs cifrado actual,500,
Technologie,🔐 Criptografía y Ciberseguridad,🔐,10,Expert,Privacidad Digital Total,"Anonimato, Tor, futuro de la privacidad",500,💎 Badge de Diamant
Santé,🏥 Medicina y Cuerpo Humano,🏥,1,Explorateur,Anatomía Básica,"Sistemas del cuerpo, órganos vitales",100,
Santé,🏥 Medicina y Cuerpo Humano,🏥,2,Explorateur,El Sistema Inmunológico,"Defensas, anticuerpos, vacunas",100,
Santé,🏥 Medicina y Cuerpo Humano,🏥,3,Explorateur,Historia de la Medicina,"Hipócrates, penicilina, cirugía",100,🥉 Badge de Bronze
Santé,🏥 Medicina y Cuerpo Humano,🏥,4,Apprenti,Pandemias de la Historia,"Peste negra, gripe española, COVID",200,
Santé,🏥 Medicina y Cuerpo Humano,🏥,5,Apprenti,Cáncer: Batalla Interna,"Tipos, causas, tratamientos",200,
Santé,🏥 Medicina y Cuerpo Humano,🏥,6,Apprenti,Farmacología Básica,Cómo funcionan los medicamentos,200,🥈 Badge d'Argent
Santé,🏥 Medicina y Cuerpo Humano,🏥,7,Connaisseur,Cirugía Robótica,"Da Vinci, precisión, futuro quirúrgico",350,
Santé,🏥 Medicina y Cuerpo Humano,🏥,8,Connaisseur,Terapias Génicas,Editar ADN para curar enfermedades,350,🥇 Badge d'Or
Santé,🏥 Medicina y Cuerpo Humano,🏥,9,Expert,Neurociencia Médica,"Implantes cerebrales, neuroestimulación",500,
Santé,🏥 Medicina y Cuerpo Humano,🏥,10,Expert,Longevidad y Anti-aging,"Telómeros, senoterapia, vivir más",500,💎 Badge de Diamant
Humanités,⚡ Mitología Universal,⚡,1,Explorateur,Mitología Griega,"Zeus, Odisea, héroes y monstruos",100,
Humanités,⚡ Mitología Universal,⚡,2,Explorateur,Mitología Nórdica,"Odín, Thor, Ragnarök",100,
Humanités,⚡ Mitología Universal,⚡,3,Explorateur,Mitología Egipcia,"Ra, Osiris, el más allá",100,🥉 Badge de Bronze
Humanités,⚡ Mitología Universal,⚡,4,Apprenti,Mitología Romana,"Adaptación griega, fundación de Roma",200,
Humanités,⚡ Mitología Universal,⚡,5,Apprenti,Mitología Mesopotámica,"Gilgamesh, diluvio, creación",200,
Humanités,⚡ Mitología Universal,⚡,6,Apprenti,Mitología Celta y Artúrica,"Druidas, Avalon, Excalibur",200,🥈 Badge d'Argent
Humanités,⚡ Mitología Universal,⚡,7,Connaisseur,Mitología Asiática,"Hinduismo, budismo, dragones chinos",350,
Humanités,⚡ Mitología Universal,⚡,8,Connaisseur,Mitología Mesoamericana,"Quetzalcóatl, Popol Vuh, cosmos maya",350,🥇 Badge d'Or
Humanités,⚡ Mitología Universal,⚡,9,Expert,Arquetipos y Jung,"Inconsciente colectivo, el héroe",500,
Humanités,⚡ Mitología Universal,⚡,10,Expert,Mitos Modernos,"Superhéroes, Star Wars, nuevas mitologías",500,💎 Badge de Diamant
Technologie,🦾 Robótica e Ingeniería,🦾,1,Explorateur,Historia de los Autómatas,"Da Vinci, relojería, primeros robots",100,
Technologie,🦾 Robótica e Ingeniería,🦾,2,Explorateur,Mecánica Básica de Robots,"Sensores, actuadores, control",100,
Technologie,🦾 Robótica e Ingeniería,🦾,3,Explorateur,Robots en la Industria,"Manufactura, logística, automatización",100,🥉 Badge de Bronze
Technologie,🦾 Robótica e Ingeniería,🦾,4,Apprenti,Drones y Vehículos Autónomos,"Coches sin conductor, delivery",200,
Technologie,🦾 Robótica e Ingeniería,🦾,5,Apprenti,Robots Humanoides,"Boston Dynamics, Atlas, Sophia",200,
Technologie,🦾 Robótica e Ingeniería,🦾,6,Apprenti,Biomimética,Robots inspirados en la naturaleza,200,🥈 Badge d'Argent
Technologie,🦾 Robótica e Ingeniería,🦾,7,Connaisseur,Prótesis y Exoesqueletos,"Bionics, manos robóticas, movilidad",350,
Technologie,🦾 Robótica e Ingeniería,🦾,8,Connaisseur,Robótica Espacial,"Rovers, ISS, reparaciones en órbita",350,🥇 Badge d'Or
Technologie,🦾 Robótica e Ingeniería,🦾,9,Expert,Nanorobots,"Medicina microscópica, ensamblaje molecular",500,
Technologie,🦾 Robótica e Ingeniería,🦾,10,Expert,Robots Conscientes,"IA embodied, derechos de robots, ética",500,💎 Badge de Diamant
Histoire,⚔️ Guerras Mundiales,⚔️,1,Explorateur,Causas de la Gran Guerra,"Alianzas, imperialismo, Sarajevo",100,
Histoire,⚔️ Guerras Mundiales,⚔️,2,Explorateur,Trincheras: WWI,"Guerra de desgaste, gas, Somme",100,
